,location
666,"40.62669820302208,-74.14226233096964"
667,"40.6373964717114,-74.1423923186714"
668,"40.62222438800956,-74.16065492000614"
669,"40.62272029838874,-74.16185802780173"
670,"40.63222281459998,-74.1654426432673"
671,"40.63170261720786,-74.16587506127553"
672,"40.629947136791216,-74.1663670767884"
673,"40.63292175294198,-74.15645503957998"
674,"40.63374285100294,-74.15330538006043"
675,"40.63722364392586,-74.16480382813492"
676,"40.63588499075348,-74.16765444730616"
677,"40.632028525031416,-74.16284448953786"
678,"40.625792528345926,-74.165356255065"
679,"40.629051341322615,-74.15649159813267"
680,"40.629051341322615,-74.15649159813267"
681,"40.63870547385693,-74.17033966026597"
682,"40.62944875664245,-74.1662784577958"
683,"40.62944875664245,-74.1662784577958"
684,"40.62976549119749,-74.16662177084015"
685,"40.625555166653534,-74.15179491512913"
686,"40.625555166653534,-74.15179491512913"
687,"40.63813294954143,-74.167332015819"
688,"40.63813294954143,-74.167332015819"
689,"40.62449383364861,-74.16076334433215"
690,"40.63160969073731,-74.16678092889039"
691,"40.62851693046386,-74.16640547129936"
692,"40.63973554781055,-74.16947796153713"
693,"40.62781828432853,-74.15589296582795"
694,"40.62781828432853,-74.15589296582795"
695,"40.60300009170584,-74.09146309373459"
696,"40.60300009170584,-74.09146309373459"
697,"40.61203020466646,-74.08693590368063"
698,"40.6139795366728,-74.07851874985568"
699,"40.61750622765959,-74.08023672077671"
700,"40.61750622765959,-74.08023672077671"
701,"40.60211474271059,-74.09008887024315"
702,"40.6138069864116,-74.08600955198922"
703,"40.61911132447707,-74.08623939464196"
704,"40.61977042261304,-74.08436093484448"
705,"40.60164541117064,-74.09173505396038"
706,"40.61152075427842,-74.08370024474719"
707,"40.61386688942385,-74.07894633573073"
708,"40.59193328708991,-74.0781178161037"
709,"40.59193328708991,-74.0781178161037"
710,"40.59407880576977,-74.08494467935297"
711,"40.591245757568245,-74.06731320389513"
712,"40.560913695057536,-74.12029764463487"
713,"40.574310868465886,-74.10909867461507"
714,"40.50918118186038,-74.24470011786663"
715,"40.50908457099464,-74.2440725241887"
716,"40.54808068076517,-74.15292863169833"
717,"40.56009563160092,-74.154591229021"
718,"40.55225834827885,-74.15768073240848"
719,"40.5484244036811,-74.15263656376386"
720,"40.54626313634339,-74.1454162992141"
721,"40.559603953423846,-74.15546948122513"
722,"40.559603953423846,-74.15546948122513"
723,"40.54194172455306,-74.21316059711609"
724,"40.54185499499771,-74.2177090413673"
725,"40.63111406164322,-74.12226419860278"
726,"40.63564134906185,-74.11919089147304"
727,"40.636315786538766,-74.11550309341959"
728,"40.62908206492034,-74.1174111276067"
729,"40.63259101311651,-74.1178029047055"
730,"40.63563116024844,-74.11940484755108"
731,"40.633445091113245,-74.12520214025436"
732,"40.633681547072,-74.11085435795007"
733,"40.633681547072,-74.11085435795007"
734,"40.6341144284979,-74.1120989112288"
735,"40.62639895562232,-74.11163789116983"
736,"40.63994453218803,-74.11767073947543"
737,"40.63747408716975,-74.1179634611854"
738,"40.63734009937312,-74.11722716608662"
739,"40.63439711619799,-74.11999742211515"
740,"40.6347292424442,-74.10923766571456"
741,"40.635684670126274,-74.11519725065536"
742,"40.63476382202069,-74.11997801134675"
743,"40.54302364026682,-74.18218723374787"
744,"40.55566689164758,-74.17209952404784"
745,"40.54393004696587,-74.18261254192817"
746,"40.543410981273375,-74.18280852224963"
747,"40.53791861907976,-74.18542259030531"
748,"40.554627115127936,-74.16961624898515"
749,"40.55468282871845,-74.17121205558901"
750,"40.548533906412096,-74.18798684981874"
751,"40.612234125656286,-74.1395814722947"
752,"40.6115685278704,-74.14231839403936"
753,"40.612111885138994,-74.13979991287627"
754,"40.814826616368215,-73.92562719073965"
755,"40.81475786166415,-73.92338227162143"
756,"40.81475786166415,-73.92338227162143"
757,"40.81475786166415,-73.92338227162143"
758,"40.82692024129547,-73.92166990758395"
759,"40.82609981000855,-73.91828887768759"
760,"40.82609981000855,-73.91828887768759"
761,"40.82357360628348,-73.92343821477203"
762,"40.82357360628348,-73.92343821477203"
763,"40.81258813115378,-73.9255753761164"
764,"40.812461616774215,-73.92516641148075"
765,"40.815736235117775,-73.92070068171772"
766,"40.815736235117775,-73.92070068171772"
767,"40.81472268493122,-73.9218061228798"
768,"40.81472268493122,-73.9218061228798"
769,"40.81497965552643,-73.91937814797865"
770,"40.81497965552643,-73.91937814797865"
771,"40.826097758423344,-73.92591108705075"
772,"40.826097758423344,-73.92591108705075"
773,"40.826097758423344,-73.92591108705075"
774,"40.826097758423344,-73.92591108705075"
775,"40.826097758423344,-73.92591108705075"
776,"40.826097758423344,-73.92591108705075"
777,"40.826097758423344,-73.92591108705075"
778,"40.826097758423344,-73.92591108705075"
779,"40.81853359726937,-73.92121459618573"
780,"40.82247094539834,-73.91336669935987"
781,"40.82247094539834,-73.91336669935987"
782,"40.82247094539834,-73.91336669935987"
783,"40.82108614060381,-73.92006481510016"
784,"40.82599418127804,-73.91456649395845"
785,"40.82599418127804,-73.91456649395845"
786,"40.82771075164867,-73.91832066807531"
787,"40.82771075164867,-73.91832066807531"
788,"40.82771075164867,-73.91832066807531"
789,"40.82771075164867,-73.91832066807531"
790,"40.82137421798222,-73.91922592881761"
791,"40.816265971462265,-73.93047591600272"
792,"40.81588877148821,-73.93097623723064"
793,"40.81623040271372,-73.91950664160835"
794,"40.82006701617741,-73.91406248329744"
795,"40.824477407510834,-73.91224885577414"
796,"40.824477407510834,-73.91224885577414"
797,"40.824477407510834,-73.91224885577414"
798,"40.824477407510834,-73.91224885577414"
799,"40.824477407510834,-73.91224885577414"
800,"40.81585072263121,-73.9253121850193"
801,"40.81713092556161,-73.92305589199943"
802,"40.82565345381316,-73.91580248062522"
803,"40.82349792924149,-73.91900923069895"
804,"40.82349792924149,-73.91900923069895"
805,"40.82349792924149,-73.91900923069895"
806,"40.8180361537048,-73.92369231685733"
807,"40.8180361537048,-73.92369231685733"
808,"40.8180361537048,-73.92369231685733"
809,"40.824511208024376,-73.91833318760264"
810,"40.824511208024376,-73.91833318760264"
811,"40.81265775689537,-73.92546641687714"
812,"40.82130575162768,-73.91911437633043"
813,"40.822208033738576,-73.92328605415423"
814,"40.812634843779925,-73.92598114579835"
815,"40.82334124795248,-73.91719263004835"
816,"40.82334124795248,-73.91719263004835"
817,"40.82369404270634,-73.91650967592523"
818,"40.82369404270634,-73.91650967592523"
819,"40.820388519879984,-73.91247609422471"
820,"40.81313019839197,-73.92250069490755"
821,"40.823861055139616,-73.9252826582129"
822,"40.823861055139616,-73.9252826582129"
823,"40.823861055139616,-73.9252826582129"
824,"40.823861055139616,-73.9252826582129"
825,"40.823861055139616,-73.9252826582129"
826,"40.823861055139616,-73.9252826582129"
827,"40.84538171266026,-73.9205784052884"
828,"40.84538171266026,-73.9205784052884"
829,"40.84538171266026,-73.9205784052884"
830,"40.84538171266026,-73.9205784052884"
831,"40.841480902052815,-73.92658259735349"
832,"40.841480902052815,-73.92658259735349"
833,"40.841480902052815,-73.92658259735349"
834,"40.841480902052815,-73.92658259735349"
835,"40.841480902052815,-73.92658259735349"
836,"40.841480902052815,-73.92658259735349"
837,"40.841480902052815,-73.92658259735349"
838,"40.841480902052815,-73.92658259735349"
839,"40.841480902052815,-73.92658259735349"
840,"40.841480902052815,-73.92658259735349"
841,"40.841480902052815,-73.92658259735349"
842,"40.83357197429341,-73.92786685119489"
843,"40.83357197429341,-73.92786685119489"
844,"40.83357197429341,-73.92786685119489"
845,"40.83357197429341,-73.92786685119489"
846,"40.83357197429341,-73.92786685119489"
847,"40.83357197429341,-73.92786685119489"
848,"40.82937419239292,-73.92350257345169"
849,"40.82937419239292,-73.92350257345169"
850,"40.82937419239292,-73.92350257345169"
851,"40.82937419239292,-73.92350257345169"
852,"40.82937419239292,-73.92350257345169"
853,"40.82937419239292,-73.92350257345169"
854,"40.839780681848296,-73.91776158867155"
855,"40.839780681848296,-73.91776158867155"
856,"40.8400230052948,-73.9183383004197"
857,"40.83655316243304,-73.92354002280379"
858,"40.83655316243304,-73.92354002280379"
859,"40.83655316243304,-73.92354002280379"
860,"40.83655316243304,-73.92354002280379"
861,"40.8364966975333,-73.91652893742767"
862,"40.8364966975333,-73.91652893742767"
863,"40.8364966975333,-73.91652893742767"
864,"40.8364966975333,-73.91652893742767"
865,"40.8364966975333,-73.91652893742767"
866,"40.8364966975333,-73.91652893742767"
867,"40.8364966975333,-73.91652893742767"
868,"40.8439899810412,-73.92069307892359"
869,"40.84098864553024,-73.91304739028918"
870,"40.84098864553024,-73.91304739028918"
871,"40.84098864553024,-73.91304739028918"
872,"40.84098864553024,-73.91304739028918"
873,"40.84098864553024,-73.91304739028918"
874,"40.84098864553024,-73.91304739028918"
875,"40.84098864553024,-73.91304739028918"
876,"40.84098864553024,-73.91304739028918"
877,"40.84098864553024,-73.91304739028918"
878,"40.84098864553024,-73.91304739028918"
879,"40.8354229110457,-73.92489976362252"
880,"40.8354229110457,-73.92489976362252"
881,"40.8354229110457,-73.92489976362252"
882,"40.8354229110457,-73.92489976362252"
883,"40.83172229239304,-73.92289986661349"
884,"40.83172229239304,-73.92289986661349"
885,"40.83172229239304,-73.92289986661349"
886,"40.83172229239304,-73.92289986661349"
887,"40.83172229239304,-73.92289986661349"
888,"40.83172229239304,-73.92289986661349"
889,"40.83172229239304,-73.92289986661349"
890,"40.83172229239304,-73.92289986661349"
891,"40.83909439963969,-73.92693014702151"
892,"40.83909439963969,-73.92693014702151"
893,"40.841738179307534,-73.91686359237207"
894,"40.841738179307534,-73.91686359237207"
895,"40.841738179307534,-73.91686359237207"
896,"40.840248376334586,-73.92131555569723"
897,"40.840248376334586,-73.92131555569723"
898,"40.840248376334586,-73.92131555569723"
899,"40.833863739324045,-73.9258618366819"
900,"40.833863739324045,-73.9258618366819"
901,"40.833863739324045,-73.9258618366819"
902,"40.833863739324045,-73.9258618366819"
903,"40.833863739324045,-73.9258618366819"
904,"40.831612516788624,-73.92126397597089"
905,"40.831612516788624,-73.92126397597089"
906,"40.831612516788624,-73.92126397597089"
907,"40.831612516788624,-73.92126397597089"
908,"40.831612516788624,-73.92126397597089"
909,"40.831612516788624,-73.92126397597089"
910,"40.831612516788624,-73.92126397597089"
911,"40.831612516788624,-73.92126397597089"
912,"40.831612516788624,-73.92126397597089"
913,"40.831612516788624,-73.92126397597089"
914,"40.831612516788624,-73.92126397597089"
915,"40.831612516788624,-73.92126397597089"
916,"40.831612516788624,-73.92126397597089"
917,"40.831612516788624,-73.92126397597089"
918,"40.831612516788624,-73.92126397597089"
919,"40.8414045049872,-73.92192562823197"
920,"40.83625031492147,-73.93010094880384"
921,"40.83479117986364,-73.92113143702124"
922,"40.83479117986364,-73.92113143702124"
923,"40.83479117986364,-73.92113143702124"
924,"40.83479117986364,-73.92113143702124"
925,"40.83479117986364,-73.92113143702124"
926,"40.83479117986364,-73.92113143702124"
927,"40.83006823340844,-73.9300976497902"
928,"40.83006823340844,-73.9300976497902"
929,"40.83702323685424,-73.91826587844136"
930,"40.83702323685424,-73.91826587844136"
931,"40.83702323685424,-73.91826587844136"
932,"40.83702323685424,-73.91826587844136"
933,"40.83702323685424,-73.91826587844136"
934,"40.83702323685424,-73.91826587844136"
935,"40.83702323685424,-73.91826587844136"
936,"40.83702323685424,-73.91826587844136"
937,"40.83702323685424,-73.91826587844136"
938,"40.83702323685424,-73.91826587844136"
939,"40.83511881859131,-73.9222220607217"
940,"40.83511881859131,-73.9222220607217"
941,"40.83511881859131,-73.9222220607217"
942,"40.83511881859131,-73.9222220607217"
943,"40.83467468340261,-73.9284760501904"
944,"40.83467468340261,-73.9284760501904"
945,"40.83467468340261,-73.9284760501904"
946,"40.835408101197054,-73.9269684892747"
947,"40.832606952775855,-73.92633391094074"
948,"40.832606952775855,-73.92633391094074"
949,"40.832606952775855,-73.92633391094074"
950,"40.83572476565755,-73.92070814956554"
951,"40.83572476565755,-73.92070814956554"
952,"40.83598730275229,-73.92350976079042"
953,"40.83598730275229,-73.92350976079042"
954,"40.83598730275229,-73.92350976079042"
955,"40.84074301009654,-73.9205772372256"
956,"40.84074301009654,-73.9205772372256"
957,"40.84074301009654,-73.9205772372256"
958,"40.84074301009654,-73.9205772372256"
959,"40.84074301009654,-73.9205772372256"
960,"40.84485437035811,-73.91940832241434"
961,"40.84485437035811,-73.91940832241434"
962,"40.83245528821532,-73.9270120872602"
963,"40.83245528821532,-73.9270120872602"
964,"40.83245528821532,-73.9270120872602"
965,"40.83245528821532,-73.9270120872602"
966,"40.83245528821532,-73.9270120872602"
967,"40.83245528821532,-73.9270120872602"
968,"40.83165755270798,-73.92084267271173"
969,"40.83165755270798,-73.92084267271173"
970,"40.83165755270798,-73.92084267271173"
971,"40.83165755270798,-73.92084267271173"
972,"40.83165755270798,-73.92084267271173"
973,"40.83165755270798,-73.92084267271173"
974,"40.83165755270798,-73.92084267271173"
975,"40.83165755270798,-73.92084267271173"
976,"40.83165755270798,-73.92084267271173"
977,"40.83124421771546,-73.92927051072151"
978,"40.83124421771546,-73.92927051072151"
979,"40.83124421771546,-73.92927051072151"
980,"40.83878198376276,-73.9151565438495"
981,"40.83878198376276,-73.9151565438495"
982,"40.83878198376276,-73.9151565438495"
983,"40.83878198376276,-73.9151565438495"
984,"40.83075677862915,-73.92929353941719"
985,"40.83075677862915,-73.92929353941719"
986,"40.83629727697436,-73.91756420967197"
987,"40.83629727697436,-73.91756420967197"
988,"40.83629727697436,-73.91756420967197"
989,"40.83629727697436,-73.91756420967197"
990,"40.83629727697436,-73.91756420967197"
991,"40.83629727697436,-73.91756420967197"
992,"40.83629727697436,-73.91756420967197"
993,"40.83629727697436,-73.91756420967197"
994,"40.8312324386436,-73.92886742757231"
995,"40.8312324386436,-73.92886742757231"
996,"40.83994784767445,-73.91649468527159"
997,"40.83994784767445,-73.91649468527159"
998,"40.83994784767445,-73.91649468527159"
999,"40.83994784767445,-73.91649468527159"
1000,"40.83994784767445,-73.91649468527159"
1001,"40.83994784767445,-73.91649468527159"
1002,"40.83994784767445,-73.91649468527159"
1003,"40.84446248197525,-73.91888273943012"
1004,"40.83702734945883,-73.92666661917389"
1005,"40.84248253688015,-73.9176395640467"
1006,"40.84248253688015,-73.9176395640467"
1007,"40.84248253688015,-73.9176395640467"
1008,"40.83937157106386,-73.91258405005806"
1009,"40.83937157106386,-73.91258405005806"
1010,"40.83459663733304,-73.92654766110857"
1011,"40.83459663733304,-73.92654766110857"
1012,"40.83459663733304,-73.92654766110857"
1013,"40.83459663733304,-73.92654766110857"
1014,"40.83711484836848,-73.92478704263436"
1015,"40.83711484836848,-73.92478704263436"
1016,"40.83711484836848,-73.92478704263436"
1017,"40.83711484836848,-73.92478704263436"
1018,"40.83711484836848,-73.92478704263436"
1019,"40.83711484836848,-73.92478704263436"
1020,"40.83711484836848,-73.92478704263436"
1021,"40.83175717929688,-73.9263523613201"
1022,"40.83175717929688,-73.9263523613201"
1023,"40.83175717929688,-73.9263523613201"
1024,"40.83914436201773,-73.92118020929948"
1025,"40.83914436201773,-73.92118020929948"
1026,"40.83123271099614,-73.92228017335074"
1027,"40.83123271099614,-73.92228017335074"
1028,"40.83123271099614,-73.92228017335074"
1029,"40.83123271099614,-73.92228017335074"
1030,"40.83123271099614,-73.92228017335074"
1031,"40.83123271099614,-73.92228017335074"
1032,"40.83123271099614,-73.92228017335074"
1033,"40.83123271099614,-73.92228017335074"
1034,"40.83123271099614,-73.92228017335074"
1035,"40.83123271099614,-73.92228017335074"
1036,"40.83123271099614,-73.92228017335074"
1037,"40.83123271099614,-73.92228017335074"
1038,"40.83123271099614,-73.92228017335074"
1039,"40.83123271099614,-73.92228017335074"
1040,"40.83123271099614,-73.92228017335074"
1041,"40.83123271099614,-73.92228017335074"
1042,"40.83123271099614,-73.92228017335074"
1043,"40.83123271099614,-73.92228017335074"
1044,"40.83123271099614,-73.92228017335074"
1045,"40.83123271099614,-73.92228017335074"
1046,"40.83123271099614,-73.92228017335074"
1047,"40.83123271099614,-73.92228017335074"
1048,"40.83123271099614,-73.92228017335074"
