,facility_code,step,slot_expanded
24886,908816,step2,0.0
24887,908816,step3,0.0
24888,893849,step1,-0.0
24889,893849,step2,0.0
24890,893849,step3,0.0
24891,732829,step1,-0.0
24892,732829,step2,0.0
24893,732829,step3,0.0
24894,73855,step1,-0.0
24895,73855,step2,-0.0
24896,73855,step3,-0.0
24897,325727,step1,-0.0
24898,325727,step2,0.0
24899,325727,step3,0.0
24900,617453,step1,-0.0
24901,617453,step2,-0.0
24902,617453,step3,-0.0
24903,656634,step1,-0.0
24904,656634,step2,0.0
24905,656634,step3,0.0
24906,824248,step1,-0.0
24907,824248,step2,0.0
24908,824248,step3,0.0
24909,293154,step1,0.0
24910,293154,step2,0.0
24911,293154,step3,0.0
24912,766593,step1,-0.0
24913,766593,step2,0.0
24914,766593,step3,0.0
24915,834355,step1,-0.0
24916,834355,step2,0.0
24917,834355,step3,0.0
24918,819506,step1,-0.0
24919,819506,step2,0.0
24920,819506,step3,0.0
24921,329623,step1,-0.0
24922,329623,step2,0.0
24923,329623,step3,0.0
24924,266512,step1,-0.0
24925,266512,step2,-0.0
24926,266512,step3,-0.0
24927,424388,step1,15.0
24928,424388,step2,-0.0
24929,424388,step3,-0.0
24930,695372,step1,-0.0
24931,695372,step2,0.0
24932,695372,step3,0.0
24933,246066,step1,-0.0
24934,246066,step2,0.0
24935,246066,step3,0.0
24936,532578,step1,-0.0
24937,532578,step2,0.0
24938,532578,step3,0.0
24939,127130,step1,-0.0
24940,127130,step2,0.0
24941,127130,step3,0.0
24942,885508,step1,-0.0
24943,885508,step2,0.0
24944,885508,step3,0.0
24945,896846,step1,-0.0
24946,896846,step2,0.0
24947,896846,step3,0.0
24948,918060,step1,-0.0
24949,918060,step2,0.0
24950,918060,step3,0.0
24951,890888,step1,-0.0
24952,890888,step2,-0.0
24953,890888,step3,-0.0
24954,647797,step1,0.0
24955,647797,step2,0.0
24956,647797,step3,0.0
24957,646240,step1,0.0
24958,646240,step2,0.0
24959,646240,step3,0.0
24960,701226,step1,-0.0
24961,701226,step2,0.0
24962,701226,step3,0.0
24963,102052,step1,-0.0
24964,102052,step2,-0.0
24965,102052,step3,-0.0
24966,439421,step1,-0.0
24967,439421,step2,-0.0
24968,439421,step3,-0.0
24969,876401,step1,-0.0
24970,876401,step2,0.0
24971,876401,step3,0.0
24972,858413,step1,-0.0
24973,858413,step2,0.0
24974,858413,step3,0.0
24975,670100,step1,-0.0
24976,670100,step2,0.0
24977,670100,step3,0.0
24978,787307,step1,-0.0
24979,787307,step2,0.0
24980,787307,step3,0.0
24981,802272,step1,-0.0
24982,802272,step2,0.0
24983,802272,step3,0.0
24984,72397,step1,0.0
24985,72397,step2,0.0
24986,72397,step3,0.0
24987,336037,step1,-0.0
24988,336037,step2,0.0
24989,336037,step3,0.0
24990,815681,step1,-0.0
24991,815681,step2,0.0
24992,815681,step3,0.0
24993,283041,step1,-0.0
24994,283041,step2,-0.0
24995,283041,step3,-0.0
24996,709925,step1,0.0
24997,709925,step2,-0.0
24998,709925,step3,-0.0
24999,395148,step1,-0.0
25000,395148,step2,-0.0
25001,395148,step3,-0.0
25002,880660,step1,-0.0
25003,880660,step2,-0.0
25004,880660,step3,-0.0
25005,344447,step1,-0.0
25006,344447,step2,0.0
25007,344447,step3,0.0
25008,813240,step1,-0.0
25009,813240,step2,0.0
25010,813240,step3,0.0
25011,709669,step1,-0.0
25012,709669,step2,-0.0
25013,709669,step3,-0.0
25014,71374,step1,0.0
25015,71374,step2,0.0
25016,71374,step3,0.0
25017,868172,step1,0.0
25018,868172,step2,0.0
25019,868172,step3,0.0
25020,244507,step1,-0.0
25021,244507,step2,0.0
25022,244507,step3,0.0
25023,363827,step1,-0.0
25024,363827,step2,0.0
25025,363827,step3,0.0
25026,245031,step1,0.0
25027,245031,step2,0.0
25028,245031,step3,0.0
25029,72513,step1,-0.0
25030,72513,step2,0.0
25031,72513,step3,0.0
25032,850751,step1,0.0
25033,850751,step2,0.0
25034,850751,step3,0.0
25035,828942,step1,-0.0
25036,828942,step2,0.0
25037,828942,step3,0.0
25038,634274,step1,7.0
25039,634274,step2,-0.0
25040,634274,step3,-0.0
25041,862553,step1,-0.0
25042,862553,step2,0.0
25043,862553,step3,0.0
25044,275340,step1,0.0
25045,275340,step2,0.0
25046,275340,step3,0.0
25047,679014,step1,0.0
25048,679014,step2,0.0
25049,679014,step3,0.0
25050,685184,step1,0.0
25051,685184,step2,0.0
25052,685184,step3,0.0
25053,607850,step1,-0.0
25054,607850,step2,0.0
25055,607850,step3,0.0
25056,817539,step1,-0.0
25057,817539,step2,0.0
25058,817539,step3,0.0
25059,821441,step1,-0.0
25060,821441,step2,0.0
25061,821441,step3,0.0
25062,868854,step1,-0.0
25063,868854,step2,-0.0
25064,868854,step3,-0.0
25065,72477,step1,-0.0
25066,72477,step2,0.0
25067,72477,step3,0.0
25068,902992,step1,-0.0
25069,902992,step2,0.0
25070,902992,step3,0.0
25071,898656,step1,-0.0
25072,898656,step2,0.0
25073,898656,step3,0.0
25074,887597,step1,-0.0
25075,887597,step2,0.0
25076,887597,step3,0.0
25077,897782,step1,-0.0
25078,897782,step2,0.0
25079,897782,step3,0.0
25080,919407,step1,-0.0
25081,919407,step2,0.0
25082,919407,step3,0.0
25083,905249,step1,-0.0
25084,905249,step2,0.0
25085,905249,step3,0.0
25086,893107,step1,-0.0
25087,893107,step2,-0.0
25088,893107,step3,-0.0
25089,891631,step1,-0.0
25090,891631,step2,0.0
25091,891631,step3,0.0
25092,899833,step1,-0.0
25093,899833,step2,0.0
25094,899833,step3,0.0
25095,235027,step1,-0.0
25096,235027,step2,0.0
25097,235027,step3,0.0
25098,71421,step1,-0.0
25099,71421,step2,0.0
25100,71421,step3,0.0
25101,72417,step1,-0.0
25102,72417,step2,0.0
25103,72417,step3,0.0
25104,517397,step1,-0.0
25105,517397,step2,0.0
25106,517397,step3,0.0
25107,685391,step1,0.0
25108,685391,step2,0.0
25109,685391,step3,0.0
25110,336701,step1,-0.0
25111,336701,step2,0.0
25112,336701,step3,0.0
25113,752986,step1,-0.0
25114,752986,step2,0.0
25115,752986,step3,0.0
25116,211249,step1,-0.0
25117,211249,step2,-0.0
25118,211249,step3,-0.0
25119,879437,step1,-0.0
25120,879437,step2,0.0
25121,879437,step3,0.0
25122,709696,step1,16.0
25123,709696,step2,8.0
25124,709696,step3,-0.0
25125,829418,step1,5.0
25126,829418,step2,-0.0
25127,829418,step3,-0.0
25128,567308,step1,-0.0
25129,567308,step2,0.0
25130,567308,step3,0.0
25131,772990,step1,-0.0
25132,772990,step2,0.0
25133,772990,step3,0.0
25134,748394,step1,29.0
25135,748394,step2,14.0
25136,748394,step3,-0.0
25137,407313,step1,-0.0
25138,407313,step2,0.0
25139,407313,step3,0.0
25140,174512,step1,-0.0
25141,174512,step2,0.0
25142,174512,step3,0.0
25143,734970,step1,6.0
25144,734970,step2,-0.0
25145,734970,step3,-0.0
25146,709687,step1,14.0
25147,709687,step2,7.0
25148,709687,step3,-0.0
25149,336463,step1,14.0
25150,336463,step2,7.0
25151,336463,step3,-0.0
25152,291158,step1,-0.0
25153,291158,step2,0.0
25154,291158,step3,0.0
25155,256887,step1,-0.0
25156,256887,step2,0.0
25157,256887,step3,0.0
25158,699053,step1,-0.0
25159,699053,step2,0.0
25160,699053,step3,0.0
25161,709693,step1,20.0
25162,709693,step2,10.0
25163,709693,step3,-0.0
25164,261352,step1,-0.0
25165,261352,step2,0.0
25166,261352,step3,0.0
25167,776457,step1,-0.0
25168,776457,step2,0.0
25169,776457,step3,0.0
25170,805225,step1,-0.0
25171,805225,step2,0.0
25172,805225,step3,0.0
25173,482866,step1,-0.0
25174,482866,step2,0.0
25175,482866,step3,0.0
25176,160421,step1,-0.0
25177,160421,step2,0.0
25178,160421,step3,0.0
25179,876169,step1,-0.0
25180,876169,step2,0.0
25181,876169,step3,0.0
25182,210128,step1,-0.0
25183,210128,step2,0.0
25184,210128,step3,0.0
25185,72042,step1,0.0
25186,72042,step2,0.0
25187,72042,step3,0.0
25188,603401,step1,0.0
25189,603401,step2,0.0
25190,603401,step3,0.0
25191,878779,step1,-0.0
25192,878779,step2,0.0
25193,878779,step3,0.0
25194,840675,step1,-0.0
25195,840675,step2,0.0
25196,840675,step3,0.0
25197,673200,step1,-0.0
25198,673200,step2,0.0
25199,673200,step3,0.0
25200,817891,step1,-0.0
25201,817891,step2,0.0
25202,817891,step3,0.0
25203,853432,step1,-0.0
25204,853432,step2,0.0
25205,853432,step3,0.0
25206,247673,step1,14.0
25207,247673,step2,7.0
25208,247673,step3,-0.0
25209,494151,step1,-0.0
25210,494151,step2,0.0
25211,494151,step3,0.0
25212,330126,step1,-0.0
25213,330126,step2,0.0
25214,330126,step3,0.0
25215,369930,step1,0.0
25216,369930,step2,0.0
25217,369930,step3,0.0
25218,103452,step1,-0.0
25219,103452,step2,0.0
25220,103452,step3,0.0
25221,410015,step1,0.0
25222,410015,step2,0.0
25223,410015,step3,0.0
25224,855189,step1,0.0
25225,855189,step2,0.0
25226,855189,step3,0.0
25227,865955,step1,-0.0
25228,865955,step2,0.0
25229,865955,step3,0.0
25230,699351,step1,-0.0
25231,699351,step2,0.0
25232,699351,step3,0.0
25233,886886,step1,-0.0
25234,886886,step2,0.0
25235,886886,step3,0.0
25236,897640,step1,-0.0
25237,897640,step2,0.0
25238,897640,step3,0.0
25239,914028,step1,-0.0
25240,914028,step2,0.0
25241,914028,step3,0.0
25242,909811,step1,-0.0
25243,909811,step2,0.0
25244,909811,step3,0.0
25245,918616,step1,-0.0
25246,918616,step2,-0.0
25247,918616,step3,-0.0
25248,908863,step1,-0.0
25249,908863,step2,0.0
25250,908863,step3,0.0
25251,891689,step1,-0.0
25252,891689,step2,0.0
25253,891689,step3,0.0
25254,895812,step1,0.0
25255,895812,step2,0.0
25256,895812,step3,0.0
25257,900581,step1,-0.0
25258,900581,step2,0.0
25259,900581,step3,0.0
25260,892155,step1,24.0
25261,892155,step2,12.0
25262,892155,step3,-0.0
25263,907270,step1,-0.0
25264,907270,step2,0.0
25265,907270,step3,0.0
25266,906508,step1,7.0
25267,906508,step2,2.0
25268,906508,step3,-0.0
25269,905340,step1,-0.0
25270,905340,step2,0.0
25271,905340,step3,0.0
25272,650680,step1,0.0
25273,650680,step2,0.0
25274,650680,step3,0.0
25275,685041,step1,-0.0
25276,685041,step2,0.0
25277,685041,step3,0.0
25278,689088,step1,-0.0
25279,689088,step2,0.0
25280,689088,step3,0.0
25281,709655,step1,28.0
25282,709655,step2,0.0
25283,709655,step3,0.0
25284,818014,step1,-0.0
25285,818014,step2,0.0
25286,818014,step3,0.0
25287,874229,step1,-0.0
25288,874229,step2,0.0
25289,874229,step3,0.0
25290,878530,step1,-0.0
25291,878530,step2,0.0
25292,878530,step3,0.0
25293,915683,step1,15.0
25294,915683,step2,0.0
25295,915683,step3,0.0
25296,921832,step1,0.0
25297,921832,step2,0.0
25298,921832,step3,0.0
25299,922373,step1,-0.0
25300,922373,step2,0.0
25301,922373,step3,0.0
25302,903648,step1,-0.0
25303,903648,step2,0.0
25304,903648,step3,0.0
25305,888865,step1,-0.0
25306,888865,step2,0.0
25307,888865,step3,0.0
25308,918937,step1,0.0
25309,918937,step2,0.0
25310,918937,step3,0.0
25311,404356,step1,0.0
25312,404356,step2,0.0
25313,404356,step3,0.0
25314,804031,step1,0.0
25315,804031,step2,0.0
25316,804031,step3,0.0
25317,868424,step1,0.0
25318,868424,step2,0.0
25319,868424,step3,0.0
25320,422938,step1,0.0
25321,422938,step2,0.0
25322,422938,step3,0.0
25323,903066,step1,0.0
25324,903066,step2,0.0
25325,903066,step3,0.0
25326,405628,step1,0.0
25327,405628,step2,0.0
25328,405628,step3,0.0
25329,853552,step1,-0.0
25330,853552,step2,0.0
25331,853552,step3,0.0
25332,458868,step1,-0.0
25333,458868,step2,0.0
25334,458868,step3,0.0
25335,138925,step1,-0.0
25336,138925,step2,0.0
25337,138925,step3,0.0
25338,578176,step1,-0.0
25339,578176,step2,0.0
25340,578176,step3,0.0
25341,814012,step1,-0.0
25342,814012,step2,0.0
25343,814012,step3,0.0
25344,533963,step1,0.0
25345,533963,step2,0.0
25346,533963,step3,0.0
25347,831151,step1,0.0
25348,831151,step2,0.0
25349,831151,step3,0.0
25350,332105,step1,-0.0
25351,332105,step2,0.0
25352,332105,step3,0.0
25353,697816,step1,-0.0
25354,697816,step2,0.0
25355,697816,step3,0.0
25356,299495,step1,-0.0
25357,299495,step2,0.0
25358,299495,step3,0.0
25359,808919,step1,-0.0
25360,808919,step2,-0.0
25361,808919,step3,-0.0
25362,611118,step1,-0.0
25363,611118,step2,0.0
25364,611118,step3,0.0
25365,330153,step1,-0.0
25366,330153,step2,0.0
25367,330153,step3,0.0
25368,670469,step1,-0.0
25369,670469,step2,0.0
25370,670469,step3,0.0
25371,866865,step1,-0.0
25372,866865,step2,0.0
25373,866865,step3,0.0
25374,649350,step1,-0.0
25375,649350,step2,0.0
25376,649350,step3,0.0
25377,916036,step1,0.0
25378,916036,step2,0.0
25379,916036,step3,0.0
25380,920173,step1,-0.0
25381,920173,step2,0.0
25382,920173,step3,0.0
25383,922815,step1,-0.0
25384,922815,step2,-0.0
25385,922815,step3,-0.0
25386,913352,step1,-0.0
25387,913352,step2,0.0
25388,913352,step3,0.0
25389,903587,step1,-0.0
25390,903587,step2,0.0
25391,903587,step3,0.0
25392,694557,step1,26.0
25393,694557,step2,0.0
25394,694557,step3,-0.0
25395,467968,step1,-0.0
25396,467968,step2,0.0
25397,467968,step3,0.0
25398,709637,step1,23.0
25399,709637,step2,-0.0
25400,709637,step3,-0.0
25401,304292,step1,-0.0
25402,304292,step2,0.0
25403,304292,step3,0.0
25404,835787,step1,-0.0
25405,835787,step2,0.0
25406,835787,step3,0.0
25407,370209,step1,-0.0
25408,370209,step2,0.0
25409,370209,step3,0.0
25410,392278,step1,0.0
25411,392278,step2,0.0
25412,392278,step3,0.0
25413,587855,step1,-0.0
25414,587855,step2,0.0
25415,587855,step3,0.0
25416,837640,step1,-0.0
25417,837640,step2,0.0
25418,837640,step3,0.0
25419,548365,step1,-0.0
25420,548365,step2,0.0
25421,548365,step3,0.0
25422,597560,step1,-0.0
25423,597560,step2,0.0
25424,597560,step3,0.0
25425,751698,step1,-0.0
25426,751698,step2,0.0
25427,751698,step3,0.0
25428,731887,step1,-0.0
25429,731887,step2,0.0
25430,731887,step3,0.0
25431,710135,step1,-0.0
25432,710135,step2,0.0
25433,710135,step3,0.0
25434,818144,step1,-0.0
25435,818144,step2,0.0
25436,818144,step3,0.0
25437,852531,step1,0.0
25438,852531,step2,-0.0
25439,852531,step3,-0.0
25440,478767,step1,-0.0
25441,478767,step2,0.0
25442,478767,step3,0.0
25443,900452,step1,-0.0
25444,900452,step2,0.0
25445,900452,step3,0.0
25446,902544,step1,-0.0
25447,902544,step2,0.0
25448,902544,step3,0.0
25449,911483,step1,-0.0
25450,911483,step2,0.0
25451,911483,step3,0.0
25452,883991,step1,0.0
25453,883991,step2,0.0
25454,883991,step3,0.0
25455,892335,step1,-0.0
25456,892335,step2,0.0
25457,892335,step3,0.0
25458,889393,step1,-0.0
25459,889393,step2,0.0
25460,889393,step3,0.0
25461,532760,step1,-0.0
25462,532760,step2,0.0
25463,532760,step3,0.0
25464,838608,step1,-0.0
25465,838608,step2,0.0
25466,838608,step3,0.0
25467,296927,step1,0.0
25468,296927,step2,0.0
25469,296927,step3,0.0
25470,684753,step1,26.0
25471,684753,step2,13.0
25472,684753,step3,-0.0
25473,798853,step1,-0.0
25474,798853,step2,0.0
25475,798853,step3,0.0
25476,882278,step1,8.0
25477,882278,step2,2.0
25478,882278,step3,-0.0
25479,454038,step1,-0.0
25480,454038,step2,0.0
25481,454038,step3,0.0
25482,227357,step1,0.0
25483,227357,step2,0.0
25484,227357,step3,0.0
25485,733037,step1,0.0
25486,733037,step2,0.0
25487,733037,step3,0.0
25488,362644,step1,-0.0
25489,362644,step2,0.0
25490,362644,step3,0.0
25491,868300,step1,-0.0
25492,868300,step2,0.0
25493,868300,step3,0.0
25494,349527,step1,-0.0
25495,349527,step2,0.0
25496,349527,step3,0.0
25497,183945,step1,-0.0
25498,183945,step2,0.0
25499,183945,step3,0.0
25500,796138,step1,32.0
25501,796138,step2,16.0
25502,796138,step3,0.0
25503,714629,step1,-0.0
25504,714629,step2,0.0
25505,714629,step3,0.0
25506,536822,step1,-0.0
25507,536822,step2,0.0
25508,536822,step3,0.0
25509,821754,step1,0.0
25510,821754,step2,0.0
25511,821754,step3,0.0
25512,181351,step1,-0.0
25513,181351,step2,0.0
25514,181351,step3,0.0
25515,72210,step1,-0.0
25516,72210,step2,0.0
25517,72210,step3,0.0
25518,828625,step1,-0.0
25519,828625,step2,0.0
25520,828625,step3,0.0
25521,339179,step1,28.0
25522,339179,step2,14.0
25523,339179,step3,-0.0
25524,921878,step1,-0.0
25525,921878,step2,0.0
25526,921878,step3,0.0
25527,920909,step1,-0.0
25528,920909,step2,0.0
25529,920909,step3,0.0
25530,917083,step1,-0.0
25531,917083,step2,0.0
25532,917083,step3,0.0
25533,893327,step1,-0.0
25534,893327,step2,0.0
25535,893327,step3,0.0
25536,901642,step1,-0.0
25537,901642,step2,0.0
25538,901642,step3,0.0
25539,886212,step1,-0.0
25540,886212,step2,0.0
25541,886212,step3,0.0
25542,923944,step1,26.0
25543,923944,step2,13.0
25544,923944,step3,-0.0
25545,885976,step1,-0.0
25546,885976,step2,0.0
25547,885976,step3,0.0
25548,912295,step1,-0.0
25549,912295,step2,0.0
25550,912295,step3,0.0
25551,898394,step1,-0.0
25552,898394,step2,0.0
25553,898394,step3,0.0
25554,380479,step1,0.0
25555,380479,step2,0.0
25556,380479,step3,0.0
25557,752110,step1,-0.0
25558,752110,step2,0.0
25559,752110,step3,0.0
25560,698932,step1,-0.0
25561,698932,step2,0.0
25562,698932,step3,0.0
25563,51271,step1,0.0
25564,51271,step2,0.0
25565,51271,step3,0.0
25566,72335,step1,-0.0
25567,72335,step2,0.0
25568,72335,step3,0.0
25569,806802,step1,-0.0
25570,806802,step2,0.0
25571,806802,step3,0.0
25572,154696,step1,27.0
25573,154696,step2,13.0
25574,154696,step3,-0.0
25575,881044,step1,0.0
25576,881044,step2,0.0
25577,881044,step3,0.0
25578,309250,step1,-0.0
25579,309250,step2,0.0
25580,309250,step3,0.0
25581,249508,step1,-0.0
25582,249508,step2,0.0
25583,249508,step3,0.0
25584,72333,step1,-0.0
25585,72333,step2,0.0
25586,72333,step3,0.0
25587,796135,step1,29.0
25588,796135,step2,14.0
25589,796135,step3,-0.0
25590,868974,step1,-0.0
25591,868974,step2,0.0
25592,868974,step3,0.0
25593,623897,step1,15.0
25594,623897,step2,7.0
25595,623897,step3,0.0
25596,697795,step1,-0.0
25597,697795,step2,0.0
25598,697795,step3,0.0
25599,72437,step1,-0.0
25600,72437,step2,0.0
25601,72437,step3,0.0
25602,213142,step1,-0.0
25603,213142,step2,0.0
25604,213142,step3,0.0
25605,357224,step1,-0.0
25606,357224,step2,0.0
25607,357224,step3,0.0
25608,603419,step1,-0.0
25609,603419,step2,0.0
25610,603419,step3,0.0
25611,225747,step1,-0.0
25612,225747,step2,0.0
25613,225747,step3,0.0
25614,433540,step1,-0.0
25615,433540,step2,0.0
25616,433540,step3,0.0
25617,875047,step1,0.0
25618,875047,step2,0.0
25619,875047,step3,0.0
25620,773821,step1,0.0
25621,773821,step2,0.0
25622,773821,step3,0.0
25623,883355,step1,-0.0
25624,883355,step2,0.0
25625,883355,step3,0.0
25626,895493,step1,-0.0
25627,895493,step2,0.0
25628,895493,step3,0.0
25629,895009,step1,-0.0
25630,895009,step2,0.0
25631,895009,step3,0.0
25632,911883,step1,0.0
25633,911883,step2,0.0
25634,911883,step3,0.0
25635,757529,step1,0.0
25636,757529,step2,0.0
25637,757529,step3,0.0
25638,585163,step1,-0.0
25639,585163,step2,0.0
25640,585163,step3,0.0
25641,756295,step1,0.0
25642,756295,step2,0.0
25643,756295,step3,0.0
25644,269474,step1,0.0
25645,269474,step2,0.0
25646,269474,step3,0.0
25647,297500,step1,-0.0
25648,297500,step2,0.0
25649,297500,step3,0.0
25650,807353,step1,-0.0
25651,807353,step2,0.0
25652,807353,step3,0.0
25653,228256,step1,-0.0
25654,228256,step2,0.0
25655,228256,step3,0.0
25656,346796,step1,28.0
25657,346796,step2,0.0
25658,346796,step3,0.0
25659,259179,step1,0.0
25660,259179,step2,0.0
25661,259179,step3,0.0
25662,349794,step1,0.0
25663,349794,step2,0.0
25664,349794,step3,0.0
25665,233597,step1,0.0
25666,233597,step2,0.0
25667,233597,step3,0.0
25668,254186,step1,-0.0
25669,254186,step2,0.0
25670,254186,step3,0.0
25671,347339,step1,-0.0
25672,347339,step2,0.0
25673,347339,step3,0.0
25674,827299,step1,0.0
25675,827299,step2,0.0
25676,827299,step3,0.0
25677,196023,step1,-0.0
25678,196023,step2,0.0
25679,196023,step3,0.0
25680,378703,step1,-0.0
25681,378703,step2,0.0
25682,378703,step3,0.0
25683,678481,step1,-0.0
25684,678481,step2,0.0
25685,678481,step3,0.0
25686,281308,step1,-0.0
25687,281308,step2,0.0
25688,281308,step3,0.0
25689,679242,step1,-0.0
25690,679242,step2,0.0
25691,679242,step3,0.0
25692,223490,step1,-0.0
25693,223490,step2,0.0
25694,223490,step3,0.0
25695,436860,step1,-0.0
25696,436860,step2,0.0
25697,436860,step3,0.0
25698,562903,step1,-0.0
25699,562903,step2,0.0
25700,562903,step3,0.0
25701,794290,step1,0.0
25702,794290,step2,0.0
25703,794290,step3,0.0
25704,665687,step1,-0.0
25705,665687,step2,0.0
25706,665687,step3,0.0
25707,318690,step1,-0.0
25708,318690,step2,0.0
25709,318690,step3,0.0
25710,426225,step1,0.0
25711,426225,step2,0.0
25712,426225,step3,0.0
25713,838283,step1,20.0
25714,838283,step2,0.0
25715,838283,step3,0.0
25716,863682,step1,-0.0
25717,863682,step2,0.0
25718,863682,step3,0.0
25719,831632,step1,-0.0
25720,831632,step2,0.0
25721,831632,step3,0.0
25722,795676,step1,-0.0
25723,795676,step2,0.0
25724,795676,step3,0.0
25725,239691,step1,-0.0
25726,239691,step2,0.0
25727,239691,step3,0.0
25728,730540,step1,0.0
25729,730540,step2,0.0
25730,730540,step3,0.0
25731,849219,step1,-0.0
25732,849219,step2,0.0
25733,849219,step3,0.0
25734,407314,step1,0.0
25735,407314,step2,0.0
25736,407314,step3,0.0
25737,215129,step1,-0.0
25738,215129,step2,0.0
25739,215129,step3,0.0
25740,497364,step1,-0.0
25741,497364,step2,0.0
25742,497364,step3,0.0
25743,121820,step1,0.0
25744,121820,step2,0.0
25745,121820,step3,0.0
25746,709653,step1,0.0
25747,709653,step2,0.0
25748,709653,step3,0.0
25749,712173,step1,-0.0
25750,712173,step2,0.0
25751,712173,step3,0.0
25752,253357,step1,-0.0
25753,253357,step2,0.0
25754,253357,step3,0.0
25755,907303,step1,-0.0
25756,907303,step2,0.0
25757,907303,step3,0.0
25758,895185,step1,10.0
25759,895185,step2,0.0
25760,895185,step3,0.0
25761,913866,step1,-0.0
25762,913866,step2,0.0
25763,913866,step3,0.0
25764,898844,step1,-0.0
25765,898844,step2,0.0
25766,898844,step3,0.0
25767,901758,step1,-0.0
25768,901758,step2,0.0
25769,901758,step3,0.0
25770,641819,step1,-0.0
25771,641819,step2,0.0
25772,641819,step3,0.0
25773,728938,step1,-0.0
25774,728938,step2,0.0
25775,728938,step3,0.0
25776,755666,step1,0.0
25777,755666,step2,0.0
25778,755666,step3,0.0
25779,735042,step1,-0.0
25780,735042,step2,0.0
25781,735042,step3,0.0
25782,235963,step1,-0.0
25783,235963,step2,0.0
25784,235963,step3,0.0
25785,641840,step1,-0.0
25786,641840,step2,0.0
25787,641840,step3,0.0
25788,638006,step1,-0.0
25789,638006,step2,0.0
25790,638006,step3,0.0
25791,605875,step1,-0.0
25792,605875,step2,0.0
25793,605875,step3,0.0
25794,876385,step1,-0.0
25795,876385,step2,0.0
25796,876385,step3,0.0
25797,607682,step1,0.0
25798,607682,step2,0.0
25799,607682,step3,-0.0
25800,451060,step1,-0.0
25801,451060,step2,0.0
25802,451060,step3,0.0
25803,345849,step1,-0.0
25804,345849,step2,0.0
25805,345849,step3,0.0
25806,871935,step1,-0.0
25807,871935,step2,0.0
25808,871935,step3,0.0
25809,230803,step1,-0.0
25810,230803,step2,0.0
25811,230803,step3,0.0
25812,742504,step1,-0.0
25813,742504,step2,-0.0
25814,742504,step3,-0.0
25815,486440,step1,-0.0
25816,486440,step2,0.0
25817,486440,step3,0.0
25818,277567,step1,-0.0
25819,277567,step2,0.0
25820,277567,step3,0.0
25821,715479,step1,-0.0
25822,715479,step2,0.0
25823,715479,step3,0.0
25824,669502,step1,-0.0
25825,669502,step2,0.0
25826,669502,step3,0.0
25827,866310,step1,-0.0
25828,866310,step2,0.0
25829,866310,step3,0.0
25830,875407,step1,-0.0
25831,875407,step2,0.0
25832,875407,step3,0.0
25833,367588,step1,-0.0
25834,367588,step2,0.0
25835,367588,step3,0.0
25836,319122,step1,-0.0
25837,319122,step2,0.0
25838,319122,step3,0.0
25839,776271,step1,0.0
25840,776271,step2,-0.0
25841,776271,step3,-0.0
25842,919486,step1,-0.0
25843,919486,step2,0.0
25844,919486,step3,0.0
25845,899577,step1,-0.0
25846,899577,step2,0.0
25847,899577,step3,0.0
25848,901972,step1,-0.0
25849,901972,step2,0.0
25850,901972,step3,0.0
25851,895267,step1,0.0
25852,895267,step2,-0.0
25853,895267,step3,-0.0
25854,893473,step1,-0.0
25855,893473,step2,0.0
25856,893473,step3,0.0
25857,894396,step1,-0.0
25858,894396,step2,0.0
25859,894396,step3,0.0
25860,884009,step1,-0.0
25861,884009,step2,0.0
25862,884009,step3,0.0
25863,918945,step1,-0.0
25864,918945,step2,0.0
25865,918945,step3,0.0
25866,898572,step1,-0.0
25867,898572,step2,0.0
25868,898572,step3,0.0
25869,886869,step1,-0.0
25870,886869,step2,0.0
25871,886869,step3,0.0
25872,917625,step1,-0.0
25873,917625,step2,0.0
25874,917625,step3,0.0
25875,911980,step1,-0.0
25876,911980,step2,0.0
25877,911980,step3,0.0
25878,888593,step1,-0.0
25879,888593,step2,0.0
25880,888593,step3,0.0
25881,906790,step1,-0.0
25882,906790,step2,0.0
25883,906790,step3,0.0
25884,894662,step1,-0.0
25885,894662,step2,0.0
25886,894662,step3,0.0
25887,888084,step1,-0.0
25888,888084,step2,0.0
25889,888084,step3,0.0
25890,340346,step1,-0.0
25891,340346,step2,0.0
25892,340346,step3,0.0
25893,878046,step1,-0.0
25894,878046,step2,0.0
25895,878046,step3,0.0
25896,733880,step1,-0.0
25897,733880,step2,0.0
25898,733880,step3,0.0
25899,252594,step1,-0.0
25900,252594,step2,0.0
25901,252594,step3,0.0
25902,680099,step1,8.0
25903,680099,step2,-0.0
25904,680099,step3,-0.0
25905,750370,step1,-0.0
25906,750370,step2,0.0
25907,750370,step3,0.0
25908,166652,step1,-0.0
25909,166652,step2,0.0
25910,166652,step3,0.0
25911,772859,step1,-0.0
25912,772859,step2,0.0
25913,772859,step3,0.0
25914,811932,step1,-0.0
25915,811932,step2,0.0
25916,811932,step3,0.0
25917,813232,step1,4.0
25918,813232,step2,-0.0
25919,813232,step3,-0.0
25920,758202,step1,0.0
25921,758202,step2,0.0
25922,758202,step3,0.0
25923,731188,step1,0.0
25924,731188,step2,0.0
25925,731188,step3,0.0
25926,416020,step1,0.0
25927,416020,step2,0.0
25928,416020,step3,0.0
25929,724735,step1,0.0
25930,724735,step2,0.0
25931,724735,step3,0.0
25932,623678,step1,-0.0
25933,623678,step2,0.0
25934,623678,step3,0.0
25935,695409,step1,-0.0
