,facility_code,step,slot_expanded
10704,829061,step1,-0.0
10705,829061,step2,0.0
10706,829061,step3,0.0
10707,744773,step1,-0.0
10708,744773,step2,-0.0
10709,744773,step3,-0.0
10710,823746,step1,-0.0
10711,823746,step2,0.0
10712,823746,step3,0.0
10713,648611,step1,-0.0
10714,648611,step2,0.0
10715,648611,step3,0.0
10716,709806,step1,21.0
10717,709806,step2,-0.0
10718,709806,step3,-0.0
10719,845251,step1,-0.0
10720,845251,step2,0.0
10721,845251,step3,0.0
10722,378468,step1,-0.0
10723,378468,step2,0.0
10724,378468,step3,0.0
10725,272455,step1,-0.0
10726,272455,step2,0.0
10727,272455,step3,0.0
10728,882082,step1,-0.0
10729,882082,step2,0.0
10730,882082,step3,0.0
10731,462627,step1,-0.0
10732,462627,step2,0.0
10733,462627,step3,0.0
10734,274506,step1,-0.0
10735,274506,step2,0.0
10736,274506,step3,0.0
10737,865639,step1,-0.0
10738,865639,step2,0.0
10739,865639,step3,0.0
10740,873981,step1,-0.0
10741,873981,step2,0.0
10742,873981,step3,0.0
10743,765375,step1,-0.0
10744,765375,step2,0.0
10745,765375,step3,0.0
10746,482644,step1,-0.0
10747,482644,step2,0.0
10748,482644,step3,0.0
10749,748081,step1,-0.0
10750,748081,step2,0.0
10751,748081,step3,0.0
10752,766747,step1,-0.0
10753,766747,step2,0.0
10754,766747,step3,0.0
10755,641156,step1,-0.0
10756,641156,step2,0.0
10757,641156,step3,0.0
10758,787302,step1,-0.0
10759,787302,step2,0.0
10760,787302,step3,0.0
10761,617729,step1,-0.0
10762,617729,step2,0.0
10763,617729,step3,0.0
10764,856133,step1,-0.0
10765,856133,step2,0.0
10766,856133,step3,0.0
10767,578946,step1,-0.0
10768,578946,step2,0.0
10769,578946,step3,0.0
10770,752945,step1,-0.0
10771,752945,step2,0.0
10772,752945,step3,0.0
10773,853263,step1,-0.0
10774,853263,step2,0.0
10775,853263,step3,0.0
10776,450675,step1,-0.0
10777,450675,step2,0.0
10778,450675,step3,0.0
10779,859223,step1,0.0
10780,859223,step2,0.0
10781,859223,step3,0.0
10782,763643,step1,-0.0
10783,763643,step2,0.0
10784,763643,step3,0.0
10785,848986,step1,-0.0
10786,848986,step2,0.0
10787,848986,step3,0.0
10788,391003,step1,-0.0
10789,391003,step2,0.0
10790,391003,step3,0.0
10791,879284,step1,0.0
10792,879284,step2,0.0
10793,879284,step3,0.0
10794,605703,step1,-0.0
10795,605703,step2,0.0
10796,605703,step3,0.0
10797,451542,step1,-0.0
10798,451542,step2,0.0
10799,451542,step3,0.0
10800,792954,step1,-0.0
10801,792954,step2,0.0
10802,792954,step3,0.0
10803,878679,step1,12.0
10804,878679,step2,-0.0
10805,878679,step3,-0.0
10806,846635,step1,-0.0
10807,846635,step2,0.0
10808,846635,step3,0.0
10809,842105,step1,-0.0
10810,842105,step2,0.0
10811,842105,step3,0.0
10812,878747,step1,-0.0
10813,878747,step2,0.0
10814,878747,step3,0.0
10815,675208,step1,-0.0
10816,675208,step2,0.0
10817,675208,step3,0.0
10818,662087,step1,0.0
10819,662087,step2,0.0
10820,662087,step3,0.0
10821,657920,step1,-0.0
10822,657920,step2,0.0
10823,657920,step3,0.0
10824,867092,step1,-0.0
10825,867092,step2,0.0
10826,867092,step3,0.0
10827,73899,step1,28.0
10828,73899,step2,14.0
10829,73899,step3,0.0
10830,823023,step1,-0.0
10831,823023,step2,0.0
10832,823023,step3,0.0
10833,859485,step1,-0.0
10834,859485,step2,0.0
10835,859485,step3,0.0
10836,847695,step1,-0.0
10837,847695,step2,0.0
10838,847695,step3,0.0
10839,808609,step1,14.0
10840,808609,step2,-0.0
10841,808609,step3,-0.0
10842,866858,step1,-0.0
10843,866858,step2,0.0
10844,866858,step3,0.0
10845,842288,step1,-0.0
10846,842288,step2,0.0
10847,842288,step3,0.0
10848,726539,step1,-0.0
10849,726539,step2,0.0
10850,726539,step3,0.0
10851,854925,step1,-0.0
10852,854925,step2,0.0
10853,854925,step3,0.0
10854,507684,step1,-0.0
10855,507684,step2,0.0
10856,507684,step3,0.0
10857,614853,step1,-0.0
10858,614853,step2,0.0
10859,614853,step3,0.0
10860,881145,step1,-0.0
10861,881145,step2,0.0
10862,881145,step3,0.0
10863,819675,step1,-0.0
10864,819675,step2,0.0
10865,819675,step3,0.0
10866,846272,step1,-0.0
10867,846272,step2,0.0
10868,846272,step3,0.0
10869,769549,step1,-0.0
10870,769549,step2,0.0
10871,769549,step3,0.0
10872,831810,step1,-0.0
10873,831810,step2,0.0
10874,831810,step3,0.0
10875,474345,step1,-0.0
10876,474345,step2,0.0
10877,474345,step3,0.0
10878,668742,step1,-0.0
10879,668742,step2,0.0
10880,668742,step3,0.0
10881,183778,step1,35.0
10882,183778,step2,17.0
10883,183778,step3,-0.0
10884,376147,step1,-0.0
10885,376147,step2,0.0
10886,376147,step3,0.0
10887,233364,step1,-0.0
10888,233364,step2,0.0
10889,233364,step3,0.0
10890,709747,step1,24.0
10891,709747,step2,12.0
10892,709747,step3,-0.0
10893,823472,step1,21.0
10894,823472,step2,10.0
10895,823472,step3,-0.0
10896,683254,step1,22.0
10897,683254,step2,11.0
10898,683254,step3,-0.0
10899,354045,step1,24.0
10900,354045,step2,12.0
10901,354045,step3,-0.0
10902,253850,step1,-0.0
10903,253850,step2,0.0
10904,253850,step3,0.0
10905,730929,step1,-0.0
10906,730929,step2,0.0
10907,730929,step3,0.0
10908,847713,step1,-0.0
10909,847713,step2,-0.0
10910,847713,step3,-0.0
10911,879799,step1,-0.0
10912,879799,step2,0.0
10913,879799,step3,0.0
10914,529770,step1,-0.0
10915,529770,step2,0.0
10916,529770,step3,0.0
10917,654570,step1,-0.0
10918,654570,step2,0.0
10919,654570,step3,0.0
10920,709928,step1,32.0
10921,709928,step2,16.0
10922,709928,step3,-0.0
10923,592071,step1,-0.0
10924,592071,step2,0.0
10925,592071,step3,0.0
10926,74170,step1,13.0
10927,74170,step2,-0.0
10928,74170,step3,-0.0
10929,668998,step1,-0.0
10930,668998,step2,0.0
10931,668998,step3,0.0
10932,675683,step1,-0.0
10933,675683,step2,0.0
10934,675683,step3,0.0
10935,842138,step1,-0.0
10936,842138,step2,0.0
10937,842138,step3,0.0
10938,880678,step1,0.0
10939,880678,step2,0.0
10940,880678,step3,0.0
10941,881077,step1,-0.0
10942,881077,step2,0.0
10943,881077,step3,0.0
10944,559350,step1,-0.0
10945,559350,step2,0.0
10946,559350,step3,0.0
10947,875822,step1,-0.0
10948,875822,step2,0.0
10949,875822,step3,0.0
10950,268079,step1,-0.0
10951,268079,step2,0.0
10952,268079,step3,0.0
10953,213247,step1,-0.0
10954,213247,step2,0.0
10955,213247,step3,0.0
10956,788606,step1,-0.0
10957,788606,step2,0.0
10958,788606,step3,0.0
10959,545513,step1,0.0
10960,545513,step2,0.0
10961,545513,step3,0.0
10962,725021,step1,-0.0
10963,725021,step2,0.0
10964,725021,step3,0.0
10965,787388,step1,-0.0
10966,787388,step2,0.0
10967,787388,step3,0.0
10968,757504,step1,-0.0
10969,757504,step2,0.0
10970,757504,step3,0.0
10971,904075,step1,-0.0
10972,904075,step2,0.0
10973,904075,step3,0.0
10974,891984,step1,-0.0
10975,891984,step2,0.0
10976,891984,step3,0.0
10977,888073,step1,-0.0
10978,888073,step2,0.0
10979,888073,step3,0.0
10980,905658,step1,-0.0
10981,905658,step2,0.0
10982,905658,step3,0.0
10983,907295,step1,-0.0
10984,907295,step2,0.0
10985,907295,step3,0.0
10986,883163,step1,0.0
10987,883163,step2,0.0
10988,883163,step3,0.0
10989,887936,step1,-0.0
10990,887936,step2,0.0
10991,887936,step3,0.0
10992,903536,step1,-0.0
10993,903536,step2,0.0
10994,903536,step3,0.0
10995,919740,step1,-0.0
10996,919740,step2,0.0
10997,919740,step3,0.0
10998,920559,step1,-0.0
10999,920559,step2,0.0
11000,920559,step3,0.0
11001,883309,step1,-0.0
11002,883309,step2,0.0
11003,883309,step3,0.0
11004,910347,step1,-0.0
11005,910347,step2,0.0
11006,910347,step3,0.0
11007,909807,step1,-0.0
11008,909807,step2,0.0
11009,909807,step3,0.0
11010,900029,step1,-0.0
11011,900029,step2,0.0
11012,900029,step3,0.0
11013,892721,step1,0.0
11014,892721,step2,0.0
11015,892721,step3,0.0
11016,919972,step1,-0.0
11017,919972,step2,0.0
11018,919972,step3,0.0
11019,901396,step1,-0.0
11020,901396,step2,0.0
11021,901396,step3,0.0
11022,884854,step1,-0.0
11023,884854,step2,0.0
11024,884854,step3,0.0
11025,893780,step1,-0.0
11026,893780,step2,0.0
11027,893780,step3,0.0
11028,908049,step1,-0.0
11029,908049,step2,0.0
11030,908049,step3,0.0
11031,897270,step1,-0.0
11032,897270,step2,0.0
11033,897270,step3,0.0
11034,892369,step1,0.0
11035,892369,step2,0.0
11036,892369,step3,0.0
11037,885114,step1,-0.0
11038,885114,step2,0.0
11039,885114,step3,0.0
11040,900109,step1,-0.0
11041,900109,step2,0.0
11042,900109,step3,0.0
11043,889518,step1,-0.0
11044,889518,step2,0.0
11045,889518,step3,0.0
11046,903260,step1,-0.0
11047,903260,step2,0.0
11048,903260,step3,0.0
11049,902805,step1,-0.0
11050,902805,step2,0.0
11051,902805,step3,0.0
11052,891690,step1,-0.0
11053,891690,step2,0.0
11054,891690,step3,0.0
11055,905646,step1,-0.0
11056,905646,step2,0.0
11057,905646,step3,0.0
11058,896577,step1,-0.0
11059,896577,step2,0.0
11060,896577,step3,0.0
11061,909415,step1,-0.0
11062,909415,step2,0.0
11063,909415,step3,0.0
11064,899361,step1,-0.0
11065,899361,step2,0.0
11066,899361,step3,0.0
11067,906363,step1,-0.0
11068,906363,step2,0.0
11069,906363,step3,0.0
11070,902529,step1,-0.0
11071,902529,step2,0.0
11072,902529,step3,0.0
11073,915696,step1,-0.0
11074,915696,step2,0.0
11075,915696,step3,0.0
11076,896266,step1,-0.0
11077,896266,step2,0.0
11078,896266,step3,0.0
11079,894930,step1,-0.0
11080,894930,step2,0.0
11081,894930,step3,0.0
11082,923560,step1,0.0
11083,923560,step2,0.0
11084,923560,step3,0.0
11085,894118,step1,-0.0
11086,894118,step2,0.0
11087,894118,step3,0.0
11088,903476,step1,-0.0
11089,903476,step2,0.0
11090,903476,step3,0.0
11091,919422,step1,-0.0
11092,919422,step2,0.0
11093,919422,step3,0.0
11094,883322,step1,-0.0
11095,883322,step2,0.0
11096,883322,step3,0.0
11097,905297,step1,-0.0
11098,905297,step2,0.0
11099,905297,step3,0.0
11100,916981,step1,-0.0
11101,916981,step2,0.0
11102,916981,step3,0.0
11103,889303,step1,-0.0
11104,889303,step2,0.0
11105,889303,step3,0.0
11106,911086,step1,-0.0
11107,911086,step2,0.0
11108,911086,step3,0.0
11109,889421,step1,-0.0
11110,889421,step2,0.0
11111,889421,step3,0.0
11112,902476,step1,-0.0
11113,902476,step2,0.0
11114,902476,step3,0.0
11115,890595,step1,-0.0
11116,890595,step2,0.0
11117,890595,step3,0.0
11118,895570,step1,-0.0
11119,895570,step2,0.0
11120,895570,step3,0.0
11121,893713,step1,-0.0
11122,893713,step2,0.0
11123,893713,step3,0.0
11124,908075,step1,-0.0
11125,908075,step2,0.0
11126,908075,step3,0.0
11127,908519,step1,-0.0
11128,908519,step2,0.0
11129,908519,step3,0.0
11130,910046,step1,-0.0
11131,910046,step2,0.0
11132,910046,step3,0.0
11133,889481,step1,22.0
11134,889481,step2,11.0
11135,889481,step3,-0.0
11136,893281,step1,-0.0
11137,893281,step2,0.0
11138,893281,step3,0.0
11139,920316,step1,-0.0
11140,920316,step2,0.0
11141,920316,step3,0.0
11142,915149,step1,-0.0
11143,915149,step2,0.0
11144,915149,step3,0.0
11145,894793,step1,-0.0
11146,894793,step2,0.0
11147,894793,step3,0.0
11148,901965,step1,-0.0
11149,901965,step2,0.0
11150,901965,step3,0.0
11151,884314,step1,0.0
11152,884314,step2,0.0
11153,884314,step3,0.0
11154,910949,step1,-0.0
11155,910949,step2,0.0
11156,910949,step3,0.0
11157,900717,step1,-0.0
11158,900717,step2,0.0
11159,900717,step3,0.0
11160,906113,step1,-0.0
11161,906113,step2,0.0
11162,906113,step3,0.0
11163,888162,step1,-0.0
11164,888162,step2,0.0
11165,888162,step3,0.0
11166,902570,step1,-0.0
11167,902570,step2,0.0
11168,902570,step3,0.0
11169,904028,step1,-0.0
11170,904028,step2,0.0
11171,904028,step3,0.0
11172,901166,step1,-0.0
11173,901166,step2,0.0
11174,901166,step3,0.0
11175,884795,step1,-0.0
11176,884795,step2,0.0
11177,884795,step3,0.0
11178,888535,step1,-0.0
11179,888535,step2,0.0
11180,888535,step3,0.0
11181,896272,step1,-0.0
11182,896272,step2,0.0
11183,896272,step3,0.0
11184,889235,step1,-0.0
11185,889235,step2,0.0
11186,889235,step3,0.0
11187,920206,step1,-0.0
11188,920206,step2,0.0
11189,920206,step3,0.0
11190,904170,step1,-0.0
11191,904170,step2,0.0
11192,904170,step3,0.0
11193,887527,step1,-0.0
11194,887527,step2,0.0
11195,887527,step3,0.0
11196,573635,step1,0.0
11197,573635,step2,0.0
11198,573635,step3,0.0
11199,350876,step1,0.0
11200,350876,step2,0.0
11201,350876,step3,0.0
11202,362595,step1,0.0
11203,362595,step2,0.0
11204,362595,step3,0.0
11205,470323,step1,0.0
11206,470323,step2,0.0
11207,470323,step3,0.0
11208,855554,step1,0.0
11209,855554,step2,0.0
11210,855554,step3,0.0
11211,700840,step1,0.0
11212,700840,step2,0.0
11213,700840,step3,0.0
11214,798524,step1,0.0
11215,798524,step2,0.0
11216,798524,step3,0.0
11217,150059,step1,0.0
11218,150059,step2,0.0
11219,150059,step3,0.0
11220,428176,step1,0.0
11221,428176,step2,0.0
11222,428176,step3,0.0
11223,687974,step1,0.0
11224,687974,step2,0.0
11225,687974,step3,0.0
11226,822221,step1,0.0
11227,822221,step2,0.0
11228,822221,step3,0.0
11229,709758,step1,21.0
11230,709758,step2,0.0
11231,709758,step3,0.0
11232,780805,step1,0.0
11233,780805,step2,0.0
11234,780805,step3,0.0
11235,783176,step1,0.0
11236,783176,step2,0.0
11237,783176,step3,0.0
11238,608450,step1,0.0
11239,608450,step2,0.0
11240,608450,step3,0.0
11241,327889,step1,0.0
11242,327889,step2,0.0
11243,327889,step3,0.0
11244,851065,step1,0.0
11245,851065,step2,0.0
11246,851065,step3,0.0
11247,760150,step1,0.0
11248,760150,step2,0.0
11249,760150,step3,0.0
11250,480751,step1,0.0
11251,480751,step2,0.0
11252,480751,step3,0.0
11253,546658,step1,0.0
11254,546658,step2,0.0
11255,546658,step3,0.0
11256,583364,step1,0.0
11257,583364,step2,0.0
11258,583364,step3,0.0
11259,782269,step1,0.0
11260,782269,step2,0.0
11261,782269,step3,0.0
11262,861831,step1,0.0
11263,861831,step2,0.0
11264,861831,step3,0.0
11265,792446,step1,0.0
11266,792446,step2,0.0
11267,792446,step3,0.0
11268,858059,step1,0.0
11269,858059,step2,0.0
11270,858059,step3,0.0
11271,793914,step1,0.0
11272,793914,step2,0.0
11273,793914,step3,0.0
11274,458801,step1,0.0
11275,458801,step2,0.0
11276,458801,step3,0.0
11277,662314,step1,0.0
11278,662314,step2,0.0
11279,662314,step3,0.0
11280,245780,step1,24.0
11281,245780,step2,0.0
11282,245780,step3,0.0
11283,50263,step1,0.0
11284,50263,step2,0.0
11285,50263,step3,0.0
11286,638130,step1,0.0
11287,638130,step2,0.0
11288,638130,step3,0.0
11289,491962,step1,0.0
11290,491962,step2,0.0
11291,491962,step3,0.0
11292,455524,step1,0.0
11293,455524,step2,0.0
11294,455524,step3,0.0
11295,880582,step1,0.0
11296,880582,step2,0.0
11297,880582,step3,0.0
11298,418190,step1,0.0
11299,418190,step2,0.0
11300,418190,step3,0.0
11301,631799,step1,0.0
11302,631799,step2,0.0
11303,631799,step3,0.0
11304,642756,step1,0.0
11305,642756,step2,0.0
11306,642756,step3,0.0
11307,875997,step1,0.0
11308,875997,step2,0.0
11309,875997,step3,0.0
11310,640701,step1,0.0
11311,640701,step2,0.0
11312,640701,step3,0.0
11313,756200,step1,0.0
11314,756200,step2,0.0
11315,756200,step3,0.0
11316,877188,step1,0.0
11317,877188,step2,0.0
11318,877188,step3,0.0
11319,218622,step1,0.0
11320,218622,step2,0.0
11321,218622,step3,0.0
11322,698309,step1,0.0
11323,698309,step2,0.0
11324,698309,step3,0.0
11325,399447,step1,0.0
11326,399447,step2,0.0
11327,399447,step3,0.0
11328,557077,step1,0.0
11329,557077,step2,0.0
11330,557077,step3,0.0
11331,674352,step1,0.0
11332,674352,step2,0.0
11333,674352,step3,0.0
11334,278060,step1,0.0
11335,278060,step2,0.0
11336,278060,step3,0.0
11337,821149,step1,0.0
11338,821149,step2,0.0
11339,821149,step3,0.0
11340,869168,step1,0.0
11341,869168,step2,0.0
11342,869168,step3,0.0
11343,558715,step1,0.0
11344,558715,step2,0.0
11345,558715,step3,0.0
11346,839877,step1,0.0
11347,839877,step2,0.0
11348,839877,step3,0.0
11349,810638,step1,0.0
11350,810638,step2,0.0
11351,810638,step3,0.0
11352,243830,step1,0.0
11353,243830,step2,0.0
11354,243830,step3,0.0
11355,799212,step1,0.0
11356,799212,step2,0.0
11357,799212,step3,0.0
11358,616251,step1,0.0
11359,616251,step2,0.0
11360,616251,step3,0.0
11361,868198,step1,0.0
11362,868198,step2,0.0
11363,868198,step3,0.0
11364,769848,step1,0.0
11365,769848,step2,0.0
11366,769848,step3,0.0
11367,811105,step1,0.0
11368,811105,step2,0.0
11369,811105,step3,0.0
11370,753942,step1,0.0
11371,753942,step2,0.0
11372,753942,step3,0.0
11373,878589,step1,0.0
11374,878589,step2,0.0
11375,878589,step3,0.0
11376,735360,step1,0.0
11377,735360,step2,0.0
11378,735360,step3,0.0
11379,251082,step1,0.0
11380,251082,step2,0.0
11381,251082,step3,0.0
11382,150542,step1,0.0
11383,150542,step2,0.0
11384,150542,step3,0.0
11385,645826,step1,0.0
11386,645826,step2,0.0
11387,645826,step3,0.0
11388,610117,step1,0.0
11389,610117,step2,0.0
11390,610117,step3,0.0
11391,517416,step1,0.0
11392,517416,step2,0.0
11393,517416,step3,0.0
11394,870259,step1,0.0
11395,870259,step2,0.0
11396,870259,step3,0.0
11397,629325,step1,0.0
11398,629325,step2,0.0
11399,629325,step3,0.0
11400,773193,step1,0.0
11401,773193,step2,0.0
11402,773193,step3,0.0
11403,622414,step1,0.0
11404,622414,step2,0.0
11405,622414,step3,0.0
11406,396824,step1,0.0
11407,396824,step2,0.0
11408,396824,step3,0.0
11409,713477,step1,0.0
11410,713477,step2,0.0
11411,713477,step3,0.0
11412,317318,step1,0.0
11413,317318,step2,0.0
11414,317318,step3,0.0
11415,431647,step1,0.0
11416,431647,step2,0.0
11417,431647,step3,0.0
11418,322239,step1,0.0
11419,322239,step2,0.0
11420,322239,step3,0.0
11421,232605,step1,0.0
11422,232605,step2,0.0
11423,232605,step3,0.0
11424,670879,step1,0.0
11425,670879,step2,0.0
11426,670879,step3,0.0
11427,662117,step1,0.0
11428,662117,step2,0.0
11429,662117,step3,0.0
11430,855096,step1,0.0
11431,855096,step2,0.0
11432,855096,step3,0.0
11433,71831,step1,0.0
11434,71831,step2,0.0
11435,71831,step3,0.0
11436,835033,step1,0.0
11437,835033,step2,0.0
11438,835033,step3,0.0
11439,744481,step1,0.0
11440,744481,step2,0.0
11441,744481,step3,0.0
11442,724798,step1,0.0
11443,724798,step2,0.0
11444,724798,step3,0.0
11445,556646,step1,0.0
11446,556646,step2,0.0
11447,556646,step3,0.0
11448,355886,step1,0.0
11449,355886,step2,0.0
11450,355886,step3,0.0
11451,829944,step1,0.0
11452,829944,step2,0.0
11453,829944,step3,0.0
11454,882011,step1,0.0
11455,882011,step2,0.0
11456,882011,step3,0.0
11457,52675,step1,0.0
11458,52675,step2,0.0
11459,52675,step3,0.0
11460,680696,step1,0.0
11461,680696,step2,0.0
11462,680696,step3,0.0
11463,769926,step1,0.0
11464,769926,step2,0.0
11465,769926,step3,0.0
11466,641670,step1,0.0
11467,641670,step2,0.0
11468,641670,step3,0.0
11469,880281,step1,0.0
11470,880281,step2,0.0
11471,880281,step3,0.0
11472,842634,step1,0.0
11473,842634,step2,0.0
11474,842634,step3,0.0
11475,831633,step1,0.0
11476,831633,step2,0.0
11477,831633,step3,0.0
11478,263630,step1,0.0
11479,263630,step2,0.0
11480,263630,step3,0.0
11481,343332,step1,0.0
11482,343332,step2,0.0
11483,343332,step3,0.0
11484,132472,step1,0.0
11485,132472,step2,0.0
11486,132472,step3,0.0
11487,601226,step1,0.0
11488,601226,step2,0.0
11489,601226,step3,0.0
11490,785116,step1,0.0
11491,785116,step2,0.0
11492,785116,step3,0.0
11493,306797,step1,0.0
11494,306797,step2,0.0
11495,306797,step3,0.0
11496,462089,step1,0.0
11497,462089,step2,0.0
11498,462089,step3,0.0
11499,873386,step1,0.0
11500,873386,step2,0.0
11501,873386,step3,0.0
11502,245994,step1,0.0
11503,245994,step2,0.0
11504,245994,step3,0.0
11505,495054,step1,0.0
11506,495054,step2,0.0
11507,495054,step3,0.0
11508,746309,step1,0.0
11509,746309,step2,0.0
11510,746309,step3,0.0
11511,808244,step1,0.0
11512,808244,step2,0.0
11513,808244,step3,0.0
11514,679668,step1,0.0
11515,679668,step2,0.0
11516,679668,step3,0.0
11517,880095,step1,0.0
11518,880095,step2,0.0
11519,880095,step3,0.0
11520,455523,step1,0.0
11521,455523,step2,0.0
11522,455523,step3,0.0
11523,392847,step1,0.0
11524,392847,step2,0.0
11525,392847,step3,0.0
11526,396636,step1,0.0
11527,396636,step2,0.0
11528,396636,step3,0.0
11529,816454,step1,0.0
11530,816454,step2,0.0
11531,816454,step3,0.0
11532,597707,step1,0.0
11533,597707,step2,0.0
11534,597707,step3,0.0
11535,198452,step1,0.0
11536,198452,step2,0.0
11537,198452,step3,0.0
11538,779517,step1,0.0
11539,779517,step2,0.0
11540,779517,step3,0.0
11541,762094,step1,0.0
11542,762094,step2,0.0
11543,762094,step3,0.0
11544,500140,step1,0.0
11545,500140,step2,0.0
11546,500140,step3,0.0
11547,580709,step1,0.0
11548,580709,step2,0.0
11549,580709,step3,0.0
11550,811914,step1,0.0
11551,811914,step2,0.0
11552,811914,step3,0.0
11553,831434,step1,0.0
11554,831434,step2,0.0
11555,831434,step3,0.0
11556,641674,step1,0.0
11557,641674,step2,0.0
11558,641674,step3,0.0
11559,798667,step1,0.0
11560,798667,step2,0.0
11561,798667,step3,0.0
11562,650107,step1,0.0
11563,650107,step2,0.0
11564,650107,step3,0.0
11565,737344,step1,0.0
11566,737344,step2,0.0
11567,737344,step3,0.0
11568,495759,step1,0.0
11569,495759,step2,0.0
11570,495759,step3,0.0
11571,322976,step1,3.0
11572,322976,step2,0.0
11573,322976,step3,0.0
11574,795226,step1,0.0
11575,795226,step2,0.0
11576,795226,step3,0.0
11577,871609,step1,0.0
11578,871609,step2,0.0
11579,871609,step3,0.0
11580,665001,step1,0.0
11581,665001,step2,0.0
11582,665001,step3,0.0
11583,842437,step1,0.0
11584,842437,step2,0.0
11585,842437,step3,0.0
11586,738468,step1,0.0
11587,738468,step2,0.0
11588,738468,step3,0.0
11589,627752,step1,0.0
11590,627752,step2,0.0
11591,627752,step3,0.0
11592,837606,step1,0.0
11593,837606,step2,0.0
11594,837606,step3,0.0
11595,540087,step1,0.0
11596,540087,step2,0.0
11597,540087,step3,0.0
11598,51328,step1,0.0
11599,51328,step2,0.0
11600,51328,step3,0.0
11601,807925,step1,0.0
11602,807925,step2,0.0
11603,807925,step3,0.0
11604,556820,step1,0.0
11605,556820,step2,0.0
11606,556820,step3,0.0
11607,867780,step1,0.0
11608,867780,step2,0.0
11609,867780,step3,0.0
11610,574466,step1,0.0
11611,574466,step2,0.0
11612,574466,step3,0.0
11613,881865,step1,0.0
11614,881865,step2,0.0
11615,881865,step3,0.0
11616,345893,step1,0.0
11617,345893,step2,0.0
11618,345893,step3,0.0
11619,844505,step1,0.0
11620,844505,step2,0.0
11621,844505,step3,0.0
11622,801432,step1,0.0
11623,801432,step2,0.0
11624,801432,step3,0.0
11625,821929,step1,0.0
11626,821929,step2,0.0
11627,821929,step3,0.0
11628,614435,step1,0.0
11629,614435,step2,0.0
11630,614435,step3,0.0
11631,250533,step1,0.0
11632,250533,step2,0.0
11633,250533,step3,0.0
11634,879384,step1,0.0
11635,879384,step2,0.0
11636,879384,step3,0.0
11637,848891,step1,0.0
11638,848891,step2,0.0
11639,848891,step3,0.0
11640,57240,step1,0.0
11641,57240,step2,0.0
11642,57240,step3,0.0
11643,537300,step1,0.0
11644,537300,step2,0.0
11645,537300,step3,0.0
11646,52794,step1,0.0
11647,52794,step2,0.0
11648,52794,step3,0.0
11649,866711,step1,0.0
11650,866711,step2,0.0
11651,866711,step3,0.0
11652,869697,step1,0.0
11653,869697,step2,0.0
11654,869697,step3,0.0
11655,539742,step1,0.0
11656,539742,step2,0.0
11657,539742,step3,0.0
11658,821335,step1,0.0
11659,821335,step2,0.0
11660,821335,step3,0.0
11661,534342,step1,0.0
11662,534342,step2,0.0
11663,534342,step3,0.0
11664,774519,step1,0.0
11665,774519,step2,0.0
11666,774519,step3,0.0
11667,767201,step1,0.0
11668,767201,step2,0.0
11669,767201,step3,0.0
11670,580132,step1,0.0
11671,580132,step2,0.0
11672,580132,step3,0.0
11673,774401,step1,0.0
11674,774401,step2,0.0
11675,774401,step3,0.0
11676,838771,step1,0.0
11677,838771,step2,0.0
11678,838771,step3,0.0
11679,899694,step1,0.0
11680,899694,step2,0.0
11681,899694,step3,0.0
11682,892924,step1,0.0
11683,892924,step2,0.0
11684,892924,step3,0.0
11685,907592,step1,0.0
11686,907592,step2,0.0
11687,907592,step3,0.0
11688,887317,step1,0.0
11689,887317,step2,0.0
11690,887317,step3,0.0
11691,920991,step1,0.0
11692,920991,step2,0.0
11693,920991,step3,0.0
11694,899132,step1,0.0
11695,899132,step2,0.0
11696,899132,step3,0.0
11697,910643,step1,0.0
11698,910643,step2,0.0
11699,910643,step3,0.0
11700,914754,step1,0.0
11701,914754,step2,0.0
11702,914754,step3,0.0
11703,903063,step1,0.0
11704,903063,step2,0.0
11705,903063,step3,0.0
11706,892041,step1,0.0
11707,892041,step2,0.0
11708,892041,step3,0.0
11709,884802,step1,0.0
11710,884802,step2,0.0
11711,884802,step3,0.0
11712,916832,step1,0.0
11713,916832,step2,0.0
11714,916832,step3,0.0
11715,888156,step1,0.0
11716,888156,step2,0.0
11717,888156,step3,0.0
11718,884917,step1,0.0
11719,884917,step2,0.0
11720,884917,step3,0.0
11721,896698,step1,0.0
11722,896698,step2,0.0
11723,896698,step3,0.0
11724,892099,step1,0.0
11725,892099,step2,0.0
11726,892099,step3,0.0
11727,886211,step1,0.0
11728,886211,step2,0.0
11729,886211,step3,0.0
11730,900526,step1,0.0
11731,900526,step2,0.0
11732,900526,step3,0.0
11733,896676,step1,0.0
11734,896676,step2,0.0
11735,896676,step3,0.0
11736,891623,step1,0.0
11737,891623,step2,0.0
11738,891623,step3,0.0
11739,916027,step1,0.0
11740,916027,step2,0.0
11741,916027,step3,0.0
11742,905109,step1,0.0
11743,905109,step2,0.0
11744,905109,step3,0.0
11745,894850,step1,0.0
11746,894850,step2,0.0
11747,894850,step3,0.0
11748,901214,step1,0.0
11749,901214,step2,0.0
11750,901214,step3,0.0
11751,895105,step1,0.0
11752,895105,step2,0.0
11753,895105,step3,0.0
11754,898001,step1,0.0
11755,898001,step2,0.0
11756,898001,step3,0.0
11757,906844,step1,0.0
11758,906844,step2,0.0
11759,906844,step3,0.0
11760,886508,step1,0.0
11761,886508,step2,0.0
11762,886508,step3,0.0
11763,914146,step1,0.0
11764,914146,step2,0.0
11765,914146,step3,0.0
11766,907711,step1,0.0
