,facility_code,category,slot_expanded
6092,673127,under5,0.0
6093,673127,over5,0.0
6094,221078,under5,0.0
6095,221078,over5,0.0
6096,833768,under5,0.0
6097,833768,over5,0.0
6098,353048,under5,0.0
6099,353048,over5,0.0
6100,873556,under5,0.0
6101,873556,over5,0.0
6102,709688,under5,0.0
6103,709688,over5,0.0
6104,475334,under5,0.0
6105,475334,over5,0.0
6106,877697,under5,0.0
6107,877697,over5,0.0
6108,804228,under5,0.0
6109,804228,over5,0.0
6110,72841,under5,34.0
6111,72841,over5,0.0
6112,717826,under5,0.0
6113,717826,over5,0.0
6114,851052,under5,0.0
6115,851052,over5,0.0
6116,393974,under5,0.0
6117,393974,over5,0.0
6118,745222,under5,0.0
6119,745222,over5,0.0
6120,509784,under5,0.0
6121,509784,over5,0.0
6122,648675,under5,0.0
6123,648675,over5,0.0
6124,881721,under5,0.0
6125,881721,over5,0.0
6126,189511,under5,0.0
6127,189511,over5,0.0
6128,854094,under5,0.0
6129,854094,over5,0.0
6130,72829,under5,0.0
6131,72829,over5,0.0
6132,852758,under5,0.0
6133,852758,over5,0.0
6134,909156,under5,0.0
6135,909156,over5,0.0
6136,895989,under5,0.0
6137,895989,over5,0.0
6138,893055,under5,0.0
6139,893055,over5,0.0
6140,900094,under5,0.0
6141,900094,over5,0.0
6142,918946,under5,0.0
6143,918946,over5,0.0
6144,913606,under5,0.0
6145,913606,over5,0.0
6146,902329,under5,0.0
6147,902329,over5,0.0
6148,884695,under5,0.0
6149,884695,over5,0.0
6150,893321,under5,0.0
6151,893321,over5,0.0
6152,896377,under5,0.0
6153,896377,over5,0.0
6154,917316,under5,0.0
6155,917316,over5,0.0
6156,917721,under5,0.0
6157,917721,over5,0.0
6158,883625,under5,0.0
6159,883625,over5,0.0
6160,883380,under5,0.0
6161,883380,over5,0.0
6162,883758,under5,0.0
6163,883758,over5,0.0
6164,897217,under5,0.0
6165,897217,over5,0.0
6166,900099,under5,0.0
6167,900099,over5,0.0
6168,624233,under5,49.0
6169,624233,over5,0.0
6170,886656,under5,0.0
6171,886656,over5,0.0
6172,812950,under5,0.0
6173,812950,over5,0.0
6174,659002,under5,0.0
6175,659002,over5,0.0
6176,878445,under5,0.0
6177,878445,over5,0.0
6178,158336,under5,0.0
6179,158336,over5,0.0
6180,792761,under5,0.0
6181,792761,over5,0.0
6182,735524,under5,0.0
6183,735524,over5,0.0
6184,801844,under5,0.0
6185,801844,over5,0.0
6186,790452,under5,0.0
6187,790452,over5,0.0
6188,801440,under5,0.0
6189,801440,over5,0.0
6190,878680,under5,30.0
6191,878680,over5,0.0
6192,871484,under5,0.0
6193,871484,over5,0.0
6194,827239,under5,0.0
6195,827239,over5,0.0
6196,304136,under5,0.0
6197,304136,over5,0.0
6198,738566,under5,0.0
6199,738566,over5,0.0
6200,817392,under5,0.0
6201,817392,over5,0.0
6202,435150,under5,0.0
6203,435150,over5,0.0
6204,71348,under5,0.0
6205,71348,over5,0.0
6206,874764,under5,0.0
6207,874764,over5,0.0
6208,761225,under5,0.0
6209,761225,over5,0.0
6210,805005,under5,0.0
6211,805005,over5,0.0
6212,659005,under5,0.0
6213,659005,over5,0.0
6214,854629,under5,0.0
6215,854629,over5,0.0
6216,812071,under5,24.0
6217,812071,over5,0.0
6218,882841,under5,0.0
6219,882841,over5,0.0
6220,864107,under5,0.0
6221,864107,over5,0.0
6222,72004,under5,0.0
6223,72004,over5,0.0
6224,580786,under5,0.0
6225,580786,over5,0.0
6226,785475,under5,0.0
6227,785475,over5,0.0
6228,533150,under5,0.0
6229,533150,over5,0.0
6230,237847,under5,0.0
6231,237847,over5,0.0
6232,825694,under5,0.0
6233,825694,over5,0.0
6234,467372,under5,0.0
6235,467372,over5,0.0
6236,397008,under5,0.0
6237,397008,over5,0.0
6238,269128,under5,0.0
6239,269128,over5,0.0
6240,283175,under5,0.0
6241,283175,over5,0.0
6242,812070,under5,30.0
6243,812070,over5,0.0
6244,671858,under5,0.0
6245,671858,over5,0.0
6246,881126,under5,0.0
6247,881126,over5,0.0
6248,842439,under5,0.0
6249,842439,over5,0.0
6250,786989,under5,0.0
6251,786989,over5,0.0
6252,649435,under5,0.0
6253,649435,over5,0.0
6254,802155,under5,0.0
6255,802155,over5,0.0
6256,572061,under5,0.0
6257,572061,over5,0.0
6258,880589,under5,0.0
6259,880589,over5,0.0
6260,864178,under5,0.0
6261,864178,over5,0.0
6262,494138,under5,0.0
6263,494138,over5,0.0
6264,324211,under5,0.0
6265,324211,over5,0.0
6266,649582,under5,0.0
6267,649582,over5,0.0
6268,223359,under5,0.0
6269,223359,over5,0.0
6270,827466,under5,0.0
6271,827466,over5,0.0
6272,847758,under5,32.0
6273,847758,over5,0.0
6274,498365,under5,0.0
6275,498365,over5,0.0
6276,812074,under5,24.0
6277,812074,over5,0.0
6278,790991,under5,0.0
6279,790991,over5,0.0
6280,853625,under5,0.0
6281,853625,over5,0.0
6282,529496,under5,0.0
6283,529496,over5,0.0
6284,709801,under5,0.0
6285,709801,over5,0.0
6286,621024,under5,0.0
6287,621024,over5,0.0
6288,713368,under5,0.0
6289,713368,over5,0.0
6290,812068,under5,17.0
6291,812068,over5,0.0
6292,882987,under5,0.0
6293,882987,over5,0.0
6294,870839,under5,0.0
6295,870839,over5,0.0
6296,74001,under5,44.0
6297,74001,over5,0.0
6298,568029,under5,0.0
6299,568029,over5,0.0
6300,856809,under5,0.0
6301,856809,over5,0.0
6302,840640,under5,0.0
6303,840640,over5,0.0
6304,326283,under5,0.0
6305,326283,over5,0.0
6306,855425,under5,0.0
6307,855425,over5,0.0
6308,836504,under5,0.0
6309,836504,over5,0.0
6310,311056,under5,0.0
6311,311056,over5,0.0
6312,709804,under5,71.0
6313,709804,over5,0.0
6314,636927,under5,0.0
6315,636927,over5,0.0
6316,844924,under5,0.0
6317,844924,over5,0.0
6318,710899,under5,0.0
6319,710899,over5,0.0
6320,890935,under5,0.0
6321,890935,over5,0.0
6322,889455,under5,0.0
6323,889455,over5,0.0
6324,887199,under5,0.0
6325,887199,over5,0.0
6326,889243,under5,0.0
6327,889243,over5,0.0
6328,906907,under5,0.0
6329,906907,over5,0.0
6330,906277,under5,0.0
6331,906277,over5,0.0
6332,917782,under5,0.0
6333,917782,over5,0.0
6334,887810,under5,0.0
6335,887810,over5,0.0
6336,906554,under5,0.0
6337,906554,over5,0.0
6338,894060,under5,0.0
6339,894060,over5,0.0
6340,898361,under5,0.0
6341,898361,over5,0.0
6342,911950,under5,0.0
6343,911950,over5,0.0
6344,899585,under5,0.0
6345,899585,over5,0.0
6346,909227,under5,0.0
6347,909227,over5,0.0
6348,901198,under5,0.0
6349,901198,over5,0.0
6350,895790,under5,0.0
6351,895790,over5,0.0
6352,886822,under5,0.0
6353,886822,over5,0.0
6354,911892,under5,0.0
6355,911892,over5,0.0
6356,914642,under5,0.0
6357,914642,over5,0.0
6358,891355,under5,0.0
6359,891355,over5,0.0
6360,900034,under5,0.0
6361,900034,over5,0.0
6362,884563,under5,0.0
6363,884563,over5,0.0
6364,905294,under5,0.0
6365,905294,over5,0.0
6366,905101,under5,0.0
6367,905101,over5,0.0
6368,883668,under5,0.0
6369,883668,over5,0.0
6370,910943,under5,0.0
6371,910943,over5,0.0
6372,914468,under5,0.0
6373,914468,over5,0.0
6374,883952,under5,0.0
6375,883952,over5,0.0
6376,901355,under5,0.0
6377,901355,over5,0.0
6378,896368,under5,0.0
6379,896368,over5,0.0
6380,888776,under5,0.0
6381,888776,over5,0.0
6382,917667,under5,0.0
6383,917667,over5,0.0
6384,915893,under5,0.0
6385,915893,over5,0.0
6386,892699,under5,0.0
6387,892699,over5,0.0
6388,920310,under5,0.0
6389,920310,over5,0.0
6390,894974,under5,0.0
6391,894974,over5,0.0
6392,897625,under5,0.0
6393,897625,over5,0.0
6394,885361,under5,0.0
6395,885361,over5,0.0
6396,892735,under5,0.0
6397,892735,over5,0.0
6398,568414,under5,0.0
6399,568414,over5,0.0
6400,145182,under5,0.0
6401,145182,over5,0.0
6402,857791,under5,0.0
6403,857791,over5,0.0
6404,734457,under5,50.0
6405,734457,over5,0.0
6406,698305,under5,0.0
6407,698305,over5,0.0
6408,861284,under5,0.0
6409,861284,over5,0.0
6410,857431,under5,0.0
6411,857431,over5,0.0
6412,155555,under5,0.0
6413,155555,over5,0.0
6414,845599,under5,0.0
6415,845599,over5,0.0
6416,873945,under5,0.0
6417,873945,over5,0.0
6418,854734,under5,0.0
6419,854734,over5,0.0
6420,882607,under5,0.0
6421,882607,over5,0.0
6422,556703,under5,0.0
6423,556703,over5,0.0
6424,175249,under5,0.0
6425,175249,over5,0.0
6426,831831,under5,0.0
6427,831831,over5,0.0
6428,314214,under5,0.0
6429,314214,over5,0.0
6430,868742,under5,0.0
6431,868742,over5,0.0
6432,74009,under5,72.0
6433,74009,over5,0.0
6434,820583,under5,0.0
6435,820583,over5,0.0
6436,761499,under5,0.0
6437,761499,over5,0.0
6438,632874,under5,32.0
6439,632874,over5,0.0
6440,774301,under5,0.0
6441,774301,over5,0.0
6442,839196,under5,40.0
6443,839196,over5,0.0
6444,803801,under5,0.0
6445,803801,over5,0.0
6446,457526,under5,0.0
6447,457526,over5,0.0
6448,644650,under5,3.0
6449,644650,over5,0.0
6450,876064,under5,3.0
6451,876064,over5,0.0
6452,525915,under5,0.0
6453,525915,over5,0.0
6454,673329,under5,0.0
6455,673329,over5,0.0
6456,474013,under5,0.0
6457,474013,over5,0.0
6458,783949,under5,0.0
6459,783949,over5,0.0
6460,777635,under5,0.0
6461,777635,over5,0.0
6462,739341,under5,0.0
6463,739341,over5,0.0
6464,566332,under5,0.0
6465,566332,over5,0.0
6466,657626,under5,0.0
6467,657626,over5,0.0
6468,460266,under5,3.0
6469,460266,over5,0.0
6470,56512,under5,0.0
6471,56512,over5,0.0
6472,844994,under5,0.0
6473,844994,over5,0.0
6474,844384,under5,0.0
6475,844384,over5,0.0
6476,822233,under5,0.0
6477,822233,over5,0.0
6478,739067,under5,0.0
6479,739067,over5,0.0
6480,711910,under5,23.0
6481,711910,over5,0.0
6482,846186,under5,0.0
6483,846186,over5,0.0
6484,222473,under5,0.0
6485,222473,over5,0.0
6486,709606,under5,1.0
6487,709606,over5,0.0
6488,744772,under5,17.0
6489,744772,over5,0.0
6490,323413,under5,0.0
6491,323413,over5,0.0
6492,527793,under5,0.0
6493,527793,over5,0.0
6494,877459,under5,0.0
6495,877459,over5,0.0
6496,635040,under5,0.0
6497,635040,over5,0.0
6498,760413,under5,29.0
6499,760413,over5,0.0
6500,636284,under5,0.0
6501,636284,over5,0.0
6502,814786,under5,0.0
6503,814786,over5,0.0
6504,225073,under5,0.0
6505,225073,over5,0.0
6506,848100,under5,0.0
6507,848100,over5,0.0
6508,787647,under5,0.0
6509,787647,over5,0.0
6510,870470,under5,0.0
6511,870470,over5,0.0
6512,793034,under5,0.0
6513,793034,over5,0.0
6514,394217,under5,0.0
6515,394217,over5,0.0
6516,844312,under5,0.0
6517,844312,over5,0.0
6518,680975,under5,60.0
6519,680975,over5,0.0
6520,736330,under5,0.0
6521,736330,over5,0.0
6522,684491,under5,83.0
6523,684491,over5,0.0
6524,882931,under5,0.0
6525,882931,over5,0.0
6526,799261,under5,0.0
6527,799261,over5,0.0
6528,836802,under5,0.0
6529,836802,over5,0.0
6530,515167,under5,0.0
6531,515167,over5,0.0
6532,72869,under5,19.0
6533,72869,over5,0.0
6534,252880,under5,28.0
6535,252880,over5,0.0
6536,841496,under5,0.0
6537,841496,over5,0.0
6538,862281,under5,0.0
6539,862281,over5,0.0
6540,759464,under5,0.0
6541,759464,over5,0.0
6542,834947,under5,12.0
6543,834947,over5,0.0
6544,872894,under5,0.0
6545,872894,over5,0.0
6546,778666,under5,0.0
6547,778666,over5,0.0
6548,202249,under5,0.0
6549,202249,over5,0.0
6550,877189,under5,0.0
6551,877189,over5,0.0
6552,228580,under5,0.0
6553,228580,over5,0.0
6554,640808,under5,0.0
6555,640808,over5,0.0
6556,585586,under5,0.0
6557,585586,over5,0.0
6558,681450,under5,0.0
6559,681450,over5,0.0
6560,833323,under5,0.0
6561,833323,over5,0.0
6562,837412,under5,0.0
6563,837412,over5,0.0
6564,878848,under5,0.0
6565,878848,over5,0.0
6566,522442,under5,0.0
6567,522442,over5,0.0
6568,628824,under5,0.0
6569,628824,over5,0.0
6570,596016,under5,0.0
6571,596016,over5,0.0
6572,885506,under5,0.0
6573,885506,over5,0.0
6574,887336,under5,0.0
6575,887336,over5,0.0
6576,895226,under5,30.0
6577,895226,over5,0.0
6578,896386,under5,0.0
6579,896386,over5,0.0
6580,883995,under5,0.0
6581,883995,over5,0.0
6582,914449,under5,43.0
6583,914449,over5,0.0
6584,903133,under5,0.0
6585,903133,over5,0.0
6586,896125,under5,0.0
6587,896125,over5,0.0
6588,895115,under5,21.0
6589,895115,over5,0.0
6590,895205,under5,0.0
6591,895205,over5,0.0
6592,891356,under5,0.0
6593,891356,over5,0.0
6594,920848,under5,0.0
6595,920848,over5,0.0
6596,889725,under5,0.0
6597,889725,over5,0.0
6598,912902,under5,0.0
6599,912902,over5,0.0
6600,915750,under5,0.0
6601,915750,over5,0.0
6602,889304,under5,0.0
6603,889304,over5,0.0
6604,886919,under5,0.0
6605,886919,over5,0.0
6606,902340,under5,0.0
6607,902340,over5,0.0
6608,917140,under5,0.0
6609,917140,over5,0.0
6610,900409,under5,0.0
6611,900409,over5,0.0
6612,922055,under5,0.0
6613,922055,over5,0.0
6614,900278,under5,0.0
6615,900278,over5,0.0
6616,911276,under5,0.0
6617,911276,over5,0.0
6618,903849,under5,0.0
6619,903849,over5,0.0
6620,918943,under5,0.0
6621,918943,over5,0.0
6622,887598,under5,0.0
6623,887598,over5,0.0
6624,892094,under5,0.0
6625,892094,over5,0.0
6626,918552,under5,0.0
6627,918552,over5,0.0
6628,911074,under5,0.0
6629,911074,over5,0.0
6630,905555,under5,0.0
6631,905555,over5,0.0
6632,883520,under5,0.0
6633,883520,over5,0.0
6634,749905,under5,0.0
6635,749905,over5,0.0
6636,477206,under5,0.0
6637,477206,over5,0.0
6638,267166,under5,0.0
6639,267166,over5,0.0
6640,126425,under5,0.0
6641,126425,over5,0.0
6642,232581,under5,40.0
6643,232581,over5,0.0
6644,218090,under5,0.0
6645,218090,over5,0.0
6646,844004,under5,0.0
6647,844004,over5,0.0
6648,712458,under5,0.0
6649,712458,over5,0.0
6650,709684,under5,0.0
6651,709684,over5,0.0
6652,821324,under5,0.0
6653,821324,over5,0.0
6654,347163,under5,0.0
6655,347163,over5,0.0
6656,812072,under5,18.0
6657,812072,over5,0.0
6658,879464,under5,0.0
6659,879464,over5,0.0
6660,613591,under5,0.0
6661,613591,over5,0.0
6662,274735,under5,48.0
6663,274735,over5,0.0
6664,384014,under5,0.0
6665,384014,over5,0.0
6666,288486,under5,0.0
6667,288486,over5,0.0
6668,882937,under5,0.0
6669,882937,over5,0.0
6670,852767,under5,0.0
6671,852767,over5,0.0
6672,396268,under5,0.0
6673,396268,over5,0.0
6674,339614,under5,49.0
6675,339614,over5,0.0
6676,866326,under5,0.0
6677,866326,over5,0.0
6678,709692,under5,0.0
6679,709692,over5,0.0
6680,881018,under5,0.0
6681,881018,over5,0.0
6682,375896,under5,0.0
6683,375896,over5,0.0
6684,760907,under5,0.0
6685,760907,over5,0.0
6686,601595,under5,0.0
6687,601595,over5,0.0
6688,313412,under5,0.0
6689,313412,over5,0.0
6690,236999,under5,0.0
6691,236999,over5,0.0
6692,252648,under5,0.0
6693,252648,over5,0.0
6694,724005,under5,0.0
6695,724005,over5,0.0
6696,430878,under5,0.0
6697,430878,over5,0.0
6698,568810,under5,0.0
6699,568810,over5,0.0
6700,764799,under5,0.0
6701,764799,over5,0.0
6702,605794,under5,0.0
6703,605794,over5,0.0
6704,382596,under5,24.0
6705,382596,over5,0.0
6706,663268,under5,0.0
6707,663268,over5,0.0
6708,662156,under5,0.0
6709,662156,over5,0.0
6710,829833,under5,0.0
6711,829833,over5,0.0
6712,897714,under5,0.0
6713,897714,over5,0.0
6714,892213,under5,0.0
6715,892213,over5,0.0
6716,905863,under5,0.0
6717,905863,over5,0.0
6718,898747,under5,0.0
6719,898747,over5,0.0
6720,888482,under5,0.0
6721,888482,over5,0.0
6722,915751,under5,0.0
6723,915751,over5,0.0
6724,913747,under5,0.0
6725,913747,over5,0.0
6726,907933,under5,0.0
6727,907933,over5,0.0
6728,900775,under5,0.0
6729,900775,over5,0.0
6730,893071,under5,0.0
6731,893071,over5,0.0
6732,910279,under5,0.0
6733,910279,over5,0.0
6734,893130,under5,0.0
6735,893130,over5,0.0
6736,887867,under5,0.0
6737,887867,over5,0.0
6738,900649,under5,0.0
6739,900649,over5,0.0
6740,914397,under5,0.0
6741,914397,over5,0.0
6742,899698,under5,0.0
6743,899698,over5,0.0
6744,885934,under5,0.0
6745,885934,over5,0.0
6746,891003,under5,0.0
6747,891003,over5,0.0
6748,892352,under5,0.0
6749,892352,over5,0.0
6750,920600,under5,0.0
6751,920600,over5,0.0
6752,914143,under5,0.0
6753,914143,over5,0.0
6754,886879,under5,0.0
6755,886879,over5,0.0
6756,910400,under5,0.0
6757,910400,over5,0.0
6758,904012,under5,0.0
6759,904012,over5,0.0
6760,898204,under5,0.0
6761,898204,over5,0.0
6762,908588,under5,0.0
6763,908588,over5,0.0
6764,671714,under5,0.0
6765,671714,over5,0.0
6766,825716,under5,0.0
6767,825716,over5,0.0
6768,804642,under5,0.0
6769,804642,over5,0.0
6770,538389,under5,0.0
6771,538389,over5,0.0
6772,125444,under5,0.0
6773,125444,over5,0.0
6774,330170,under5,0.0
6775,330170,over5,0.0
6776,446421,under5,0.0
6777,446421,over5,0.0
6778,493444,under5,0.0
6779,493444,over5,0.0
6780,785207,under5,0.0
6781,785207,over5,0.0
6782,866783,under5,0.0
6783,866783,over5,0.0
6784,523553,under5,0.0
6785,523553,over5,0.0
6786,833289,under5,0.0
6787,833289,over5,0.0
6788,563754,under5,0.0
6789,563754,over5,0.0
6790,851227,under5,0.0
6791,851227,over5,0.0
6792,783808,under5,0.0
6793,783808,over5,0.0
6794,428139,under5,0.0
6795,428139,over5,0.0
6796,600382,under5,0.0
6797,600382,over5,0.0
6798,822947,under5,0.0
6799,822947,over5,0.0
6800,855950,under5,0.0
6801,855950,over5,0.0
6802,420062,under5,0.0
6803,420062,over5,0.0
6804,800842,under5,0.0
6805,800842,over5,0.0
6806,493475,under5,0.0
6807,493475,over5,0.0
6808,483253,under5,0.0
6809,483253,over5,0.0
6810,785120,under5,0.0
6811,785120,over5,0.0
6812,874605,under5,0.0
6813,874605,over5,0.0
6814,543505,under5,0.0
6815,543505,over5,0.0
6816,231324,under5,0.0
6817,231324,over5,0.0
6818,213081,under5,0.0
6819,213081,over5,0.0
6820,838023,under5,0.0
6821,838023,over5,0.0
6822,614936,under5,0.0
6823,614936,over5,0.0
6824,848567,under5,0.0
6825,848567,over5,0.0
6826,801623,under5,0.0
6827,801623,over5,0.0
6828,380662,under5,0.0
6829,380662,over5,0.0
6830,251771,under5,52.0
6831,251771,over5,0.0
6832,761917,under5,0.0
6833,761917,over5,0.0
6834,317342,under5,0.0
6835,317342,over5,0.0
6836,573770,under5,0.0
6837,573770,over5,0.0
6838,622521,under5,0.0
6839,622521,over5,0.0
6840,872067,under5,0.0
6841,872067,over5,0.0
6842,821866,under5,0.0
6843,821866,over5,0.0
6844,730651,under5,0.0
6845,730651,over5,0.0
6846,830835,under5,0.0
6847,830835,over5,0.0
6848,688394,under5,0.0
6849,688394,over5,0.0
6850,878884,under5,0.0
6851,878884,over5,0.0
6852,72516,under5,0.0
6853,72516,over5,0.0
6854,847716,under5,0.0
6855,847716,over5,0.0
6856,687548,under5,0.0
6857,687548,over5,0.0
6858,722767,under5,0.0
6859,722767,over5,0.0
6860,786453,under5,0.0
6861,786453,over5,0.0
6862,396866,under5,0.0
6863,396866,over5,0.0
6864,217241,under5,0.0
6865,217241,over5,0.0
6866,757360,under5,0.0
6867,757360,over5,0.0
6868,790580,under5,0.0
6869,790580,over5,0.0
6870,760518,under5,0.0
6871,760518,over5,0.0
6872,71974,under5,0.0
6873,71974,over5,0.0
6874,577062,under5,0.0
6875,577062,over5,0.0
6876,604989,under5,0.0
6877,604989,over5,0.0
6878,456978,under5,0.0
6879,456978,over5,0.0
6880,406495,under5,0.0
6881,406495,over5,0.0
6882,875406,under5,0.0
6883,875406,over5,0.0
6884,236600,under5,0.0
6885,236600,over5,0.0
6886,751515,under5,0.0
6887,751515,over5,0.0
6888,838689,under5,0.0
6889,838689,over5,0.0
6890,346622,under5,0.0
6891,346622,over5,0.0
6892,812069,under5,35.0
6893,812069,over5,0.0
6894,874089,under5,0.0
6895,874089,over5,0.0
6896,518821,under5,0.0
6897,518821,over5,0.0
6898,764997,under5,0.0
6899,764997,over5,0.0
6900,336811,under5,0.0
6901,336811,over5,0.0
6902,839714,under5,0.0
6903,839714,over5,0.0
6904,72279,under5,0.0
6905,72279,over5,0.0
6906,400181,under5,0.0
6907,400181,over5,0.0
6908,768258,under5,0.0
6909,768258,over5,0.0
6910,844021,under5,0.0
6911,844021,over5,0.0
6912,71218,under5,0.0
6913,71218,over5,0.0
6914,847060,under5,0.0
6915,847060,over5,0.0
6916,345720,under5,0.0
6917,345720,over5,0.0
6918,765099,under5,0.0
6919,765099,over5,0.0
6920,782900,under5,0.0
6921,782900,over5,0.0
6922,703396,under5,0.0
6923,703396,over5,0.0
6924,872240,under5,0.0
6925,872240,over5,0.0
6926,874537,under5,0.0
6927,874537,over5,0.0
6928,277784,under5,0.0
6929,277784,over5,0.0
6930,876618,under5,0.0
6931,876618,over5,0.0
6932,461954,under5,0.0
6933,461954,over5,0.0
6934,873594,under5,0.0
6935,873594,over5,0.0
6936,867061,under5,0.0
6937,867061,over5,0.0
6938,843257,under5,0.0
6939,843257,over5,0.0
6940,794862,under5,0.0
6941,794862,over5,0.0
6942,784751,under5,0.0
6943,784751,over5,0.0
6944,817710,under5,0.0
6945,817710,over5,0.0
6946,827830,under5,0.0
6947,827830,over5,0.0
6948,866959,under5,0.0
6949,866959,over5,0.0
6950,265941,under5,0.0
6951,265941,over5,0.0
6952,685451,under5,0.0
6953,685451,over5,0.0
6954,490384,under5,42.0
6955,490384,over5,0.0
6956,900616,under5,0.0
6957,900616,over5,0.0
6958,901961,under5,0.0
6959,901961,over5,0.0
6960,910038,under5,0.0
6961,910038,over5,0.0
6962,886815,under5,0.0
6963,886815,over5,0.0
6964,915745,under5,0.0
6965,915745,over5,0.0
6966,912900,under5,0.0
6967,912900,over5,0.0
6968,912142,under5,0.0
6969,912142,over5,0.0
6970,885624,under5,0.0
6971,885624,over5,0.0
6972,885171,under5,0.0
6973,885171,over5,0.0
6974,909596,under5,0.0
6975,909596,over5,0.0
6976,893057,under5,0.0
6977,893057,over5,0.0
6978,899583,under5,0.0
6979,899583,over5,0.0
6980,897340,under5,0.0
6981,897340,over5,0.0
6982,918364,under5,0.0
6983,918364,over5,0.0
6984,890310,under5,0.0
6985,890310,over5,0.0
6986,896975,under5,0.0
6987,896975,over5,0.0
6988,901340,under5,0.0
6989,901340,over5,0.0
6990,909888,under5,0.0
6991,909888,over5,0.0
6992,897724,under5,0.0
6993,897724,over5,0.0
6994,894791,under5,0.0
6995,894791,over5,0.0
6996,895793,under5,0.0
6997,895793,over5,0.0
6998,890092,under5,0.0
6999,890092,over5,0.0
7000,914611,under5,0.0
7001,914611,over5,0.0
7002,916466,under5,0.0
7003,916466,over5,0.0
7004,911816,under5,0.0
7005,911816,over5,0.0
7006,917600,under5,0.0
7007,917600,over5,0.0
7008,911604,under5,0.0
7009,911604,over5,0.0
7010,900218,under5,0.0
7011,900218,over5,0.0
7012,902328,under5,0.0
7013,902328,over5,0.0
7014,915304,under5,0.0
7015,915304,over5,0.0
7016,906288,under5,0.0
7017,906288,over5,0.0
7018,699643,under5,0.0
7019,699643,over5,0.0
7020,874794,under5,0.0
7021,874794,over5,0.0
7022,50495,under5,0.0
7023,50495,over5,0.0
7024,543420,under5,0.0
7025,543420,over5,0.0
7026,867554,under5,0.0
7027,867554,over5,0.0
7028,673310,under5,0.0
7029,673310,over5,0.0
7030,815337,under5,0.0
7031,815337,over5,0.0
7032,396012,under5,0.0
7033,396012,over5,0.0
7034,494721,under5,0.0
7035,494721,over5,0.0
7036,711741,under5,0.0
7037,711741,over5,0.0
7038,874921,under5,0.0
7039,874921,over5,0.0
7040,880704,under5,0.0
7041,880704,over5,0.0
7042,781006,under5,0.0
7043,781006,over5,0.0
7044,620278,under5,0.0
7045,620278,over5,0.0
7046,729307,under5,0.0
7047,729307,over5,0.0
7048,841650,under5,0.0
7049,841650,over5,0.0
7050,748898,under5,58.0
7051,748898,over5,0.0
7052,876535,under5,0.0
7053,876535,over5,0.0
7054,799489,under5,0.0
7055,799489,over5,0.0
7056,613065,under5,0.0
7057,613065,over5,0.0
7058,72881,under5,28.0
7059,72881,over5,0.0
7060,404630,under5,0.0
7061,404630,over5,0.0
7062,570544,under5,0.0
7063,570544,over5,0.0
7064,838116,under5,0.0
7065,838116,over5,0.0
7066,56992,under5,0.0
7067,56992,over5,0.0
7068,849122,under5,0.0
7069,849122,over5,0.0
7070,846184,under5,0.0
7071,846184,over5,0.0
7072,837878,under5,0.0
7073,837878,over5,0.0
7074,813356,under5,0.0
7075,813356,over5,0.0
7076,279886,under5,0.0
7077,279886,over5,0.0
7078,879351,under5,0.0
7079,879351,over5,0.0
7080,873974,under5,0.0
7081,873974,over5,0.0
7082,861047,under5,0.0
7083,861047,over5,0.0
7084,801933,under5,0.0
7085,801933,over5,0.0
7086,763538,under5,0.0
7087,763538,over5,0.0
7088,816790,under5,0.0
7089,816790,over5,0.0
7090,877233,under5,0.0
7091,877233,over5,0.0
7092,819525,under5,0.0
7093,819525,over5,0.0
7094,173576,under5,0.0
7095,173576,over5,0.0
7096,839932,under5,0.0
7097,839932,over5,0.0
7098,740786,under5,0.0
7099,740786,over5,0.0
7100,646325,under5,0.0
7101,646325,over5,0.0
7102,786952,under5,0.0
7103,786952,over5,0.0
7104,879158,under5,0.0
7105,879158,over5,0.0
7106,851787,under5,0.0
7107,851787,over5,0.0
7108,873387,under5,0.0
7109,873387,over5,0.0
7110,822801,under5,0.0
7111,822801,over5,0.0
7112,230555,under5,0.0
7113,230555,over5,0.0
7114,776201,under5,0.0
7115,776201,over5,0.0
7116,854367,under5,0.0
7117,854367,over5,0.0
7118,829061,under5,0.0
7119,829061,over5,0.0
7120,744773,under5,2.0
7121,744773,over5,0.0
7122,823746,under5,0.0
7123,823746,over5,0.0
7124,648611,under5,0.0
7125,648611,over5,0.0
7126,709806,under5,42.0
7127,709806,over5,0.0
7128,845251,under5,0.0
7129,845251,over5,0.0
7130,378468,under5,0.0
7131,378468,over5,0.0
7132,272455,under5,0.0
7133,272455,over5,0.0
7134,882082,under5,0.0
7135,882082,over5,0.0
7136,462627,under5,0.0
7137,462627,over5,0.0
7138,274506,under5,0.0
7139,274506,over5,0.0
7140,865639,under5,0.0
7141,865639,over5,0.0
7142,873981,under5,0.0
7143,873981,over5,0.0
7144,765375,under5,0.0
7145,765375,over5,0.0
7146,482644,under5,0.0
7147,482644,over5,0.0
7148,748081,under5,0.0
7149,748081,over5,0.0
7150,766747,under5,0.0
7151,766747,over5,0.0
7152,641156,under5,0.0
7153,641156,over5,0.0
7154,787302,under5,0.0
7155,787302,over5,0.0
7156,617729,under5,0.0
7157,617729,over5,0.0
7158,856133,under5,0.0
7159,856133,over5,0.0
7160,578946,under5,0.0
7161,578946,over5,0.0
7162,752945,under5,0.0
7163,752945,over5,0.0
7164,853263,under5,0.0
7165,853263,over5,0.0
7166,450675,under5,0.0
