,facility_code,category,slot_expanded
13208,769193,under5,0.0
13209,769193,over5,0.0
13210,837009,under5,0.0
13211,837009,over5,0.0
13212,730833,under5,0.0
13213,730833,over5,0.0
13214,700186,under5,0.0
13215,700186,over5,0.0
13216,203799,under5,0.0
13217,203799,over5,0.0
13218,412725,under5,24.0
13219,412725,over5,0.0
13220,770142,under5,0.0
13221,770142,over5,0.0
13222,861304,under5,0.0
13223,861304,over5,0.0
13224,680834,under5,0.0
13225,680834,over5,0.0
13226,383384,under5,48.0
13227,383384,over5,0.0
13228,709651,under5,46.0
13229,709651,over5,0.0
13230,753105,under5,0.0
13231,753105,over5,0.0
13232,880191,under5,0.0
13233,880191,over5,0.0
13234,857157,under5,0.0
13235,857157,over5,0.0
13236,657811,under5,0.0
13237,657811,over5,0.0
13238,854354,under5,0.0
13239,854354,over5,0.0
13240,709667,under5,25.0
13241,709667,over5,0.0
13242,893317,under5,0.0
13243,893317,over5,0.0
13244,886075,under5,0.0
13245,886075,over5,0.0
13246,910761,under5,0.0
13247,910761,over5,0.0
13248,885524,under5,43.0
13249,885524,over5,0.0
13250,905919,under5,0.0
13251,905919,over5,0.0
13252,886811,under5,0.0
13253,886811,over5,0.0
13254,887334,under5,0.0
13255,887334,over5,0.0
13256,898879,under5,0.0
13257,898879,over5,0.0
13258,886436,under5,0.0
13259,886436,over5,0.0
13260,911339,under5,0.0
13261,911339,over5,0.0
13262,892493,under5,0.0
13263,892493,over5,0.0
13264,916332,under5,0.0
13265,916332,over5,0.0
13266,891417,under5,0.0
13267,891417,over5,0.0
13268,894339,under5,0.0
13269,894339,over5,0.0
13270,892220,under5,40.0
13271,892220,over5,0.0
13272,915072,under5,0.0
13273,915072,over5,0.0
13274,891760,under5,0.0
13275,891760,over5,0.0
13276,917592,under5,3.0
13277,917592,over5,0.0
13278,901049,under5,3.0
13279,901049,over5,0.0
13280,73114,under5,20.0
13281,73114,over5,0.0
13282,820959,under5,0.0
13283,820959,over5,0.0
13284,684677,under5,33.0
13285,684677,over5,0.0
13286,396969,under5,0.0
13287,396969,over5,0.0
13288,401095,under5,0.0
13289,401095,over5,0.0
13290,429745,under5,0.0
13291,429745,over5,0.0
13292,879838,under5,0.0
13293,879838,over5,0.0
13294,709628,under5,26.0
13295,709628,over5,0.0
13296,142743,under5,28.0
13297,142743,over5,0.0
13298,819476,under5,0.0
13299,819476,over5,0.0
13300,798935,under5,0.0
13301,798935,over5,0.0
13302,873275,under5,24.0
13303,873275,over5,0.0
13304,445048,under5,0.0
13305,445048,over5,0.0
13306,789919,under5,0.0
13307,789919,over5,0.0
13308,607763,under5,29.0
13309,607763,over5,0.0
13310,406098,under5,0.0
13311,406098,over5,0.0
13312,728032,under5,0.0
13313,728032,over5,0.0
13314,73092,under5,12.0
13315,73092,over5,0.0
13316,870112,under5,16.0
13317,870112,over5,0.0
13318,278432,under5,14.0
13319,278432,over5,0.0
13320,460719,under5,0.0
13321,460719,over5,0.0
13322,830252,under5,0.0
13323,830252,over5,0.0
13324,219345,under5,56.0
13325,219345,over5,0.0
13326,823552,under5,0.0
13327,823552,over5,0.0
13328,71708,under5,0.0
13329,71708,over5,0.0
13330,663830,under5,0.0
13331,663830,over5,0.0
13332,263465,under5,0.0
13333,263465,over5,0.0
13334,268731,under5,0.0
13335,268731,over5,0.0
13336,912880,under5,0.0
13337,912880,over5,0.0
13338,911609,under5,0.0
13339,911609,over5,0.0
13340,902229,under5,0.0
13341,902229,over5,0.0
13342,885125,under5,14.0
13343,885125,over5,0.0
13344,474217,under5,0.0
13345,474217,over5,0.0
13346,858960,under5,0.0
13347,858960,over5,0.0
13348,664785,under5,0.0
13349,664785,over5,0.0
13350,682181,under5,15.0
13351,682181,over5,0.0
13352,759700,under5,0.0
13353,759700,over5,0.0
13354,358621,under5,0.0
13355,358621,over5,0.0
13356,791167,under5,0.0
13357,791167,over5,0.0
13358,835987,under5,0.0
13359,835987,over5,0.0
13360,244026,under5,0.0
13361,244026,over5,0.0
13362,826265,under5,0.0
13363,826265,over5,0.0
13364,673044,under5,0.0
13365,673044,over5,0.0
13366,254419,under5,0.0
13367,254419,over5,0.0
13368,813070,under5,0.0
13369,813070,over5,0.0
13370,553770,under5,0.0
13371,553770,over5,0.0
13372,274823,under5,0.0
13373,274823,over5,0.0
13374,450045,under5,0.0
13375,450045,over5,0.0
13376,673152,under5,0.0
13377,673152,over5,0.0
13378,918360,under5,0.0
13379,918360,over5,0.0
13380,914264,under5,0.0
13381,914264,over5,0.0
13382,917923,under5,0.0
13383,917923,over5,0.0
13384,904283,under5,48.0
13385,904283,over5,0.0
13386,898972,under5,0.0
13387,898972,over5,0.0
13388,902998,under5,0.0
13389,902998,over5,0.0
13390,896951,under5,0.0
13391,896951,over5,0.0
13392,789544,under5,0.0
13393,789544,over5,0.0
13394,245090,under5,0.0
13395,245090,over5,0.0
13396,736108,under5,0.0
13397,736108,over5,0.0
13398,809208,under5,0.0
13399,809208,over5,0.0
13400,628317,under5,0.0
13401,628317,over5,0.0
13402,760623,under5,0.0
13403,760623,over5,0.0
13404,847689,under5,0.0
13405,847689,over5,0.0
13406,828024,under5,0.0
13407,828024,over5,0.0
13408,240760,under5,0.0
13409,240760,over5,0.0
13410,342208,under5,0.0
13411,342208,over5,0.0
13412,744969,under5,0.0
13413,744969,over5,0.0
13414,645334,under5,0.0
13415,645334,over5,0.0
13416,788766,under5,0.0
13417,788766,over5,0.0
13418,499198,under5,0.0
13419,499198,over5,0.0
13420,828831,under5,0.0
13421,828831,over5,0.0
13422,866974,under5,0.0
13423,866974,over5,0.0
13424,413194,under5,0.0
13425,413194,over5,0.0
13426,649627,under5,0.0
13427,649627,over5,0.0
13428,707090,under5,0.0
13429,707090,over5,0.0
13430,855946,under5,0.0
13431,855946,over5,0.0
13432,72711,under5,0.0
13433,72711,over5,0.0
13434,801066,under5,50.0
13435,801066,over5,0.0
13436,244578,under5,0.0
13437,244578,over5,0.0
13438,791874,under5,55.0
13439,791874,over5,0.0
13440,826434,under5,0.0
13441,826434,over5,0.0
13442,385282,under5,47.0
13443,385282,over5,0.0
13444,663526,under5,0.0
13445,663526,over5,0.0
13446,815943,under5,52.0
13447,815943,over5,0.0
13448,879991,under5,0.0
13449,879991,over5,0.0
13450,551837,under5,0.0
13451,551837,over5,0.0
13452,674129,under5,0.0
13453,674129,over5,0.0
13454,722919,under5,0.0
13455,722919,over5,0.0
13456,119188,under5,0.0
13457,119188,over5,0.0
13458,791773,under5,0.0
13459,791773,over5,0.0
13460,71886,under5,0.0
13461,71886,over5,0.0
13462,857796,under5,0.0
13463,857796,over5,0.0
13464,787097,under5,0.0
13465,787097,over5,0.0
13466,653269,under5,0.0
13467,653269,over5,0.0
13468,706053,under5,0.0
13469,706053,over5,0.0
13470,72014,under5,0.0
13471,72014,over5,0.0
13472,435668,under5,73.0
13473,435668,over5,0.0
13474,894578,under5,0.0
13475,894578,over5,0.0
13476,915003,under5,0.0
13477,915003,over5,0.0
13478,904932,under5,0.0
13479,904932,over5,0.0
13480,907718,under5,0.0
13481,907718,over5,0.0
13482,919151,under5,0.0
13483,919151,over5,0.0
13484,904350,under5,0.0
13485,904350,over5,0.0
13486,901628,under5,9.0
13487,901628,over5,0.0
13488,905788,under5,0.0
13489,905788,over5,0.0
13490,921457,under5,0.0
13491,921457,over5,0.0
13492,888095,under5,0.0
13493,888095,over5,0.0
13494,921709,under5,0.0
13495,921709,over5,0.0
13496,922003,under5,0.0
13497,922003,over5,0.0
13498,903953,under5,0.0
13499,903953,over5,0.0
13500,912717,under5,2.0
13501,912717,over5,0.0
13502,911337,under5,0.0
13503,911337,over5,0.0
13504,907173,under5,0.0
13505,907173,over5,0.0
13506,892977,under5,0.0
13507,892977,over5,0.0
13508,921289,under5,0.0
13509,921289,over5,0.0
13510,685059,under5,0.0
13511,685059,over5,0.0
13512,364597,under5,0.0
13513,364597,over5,0.0
13514,797810,under5,0.0
13515,797810,over5,0.0
13516,742123,under5,0.0
13517,742123,over5,0.0
13518,471424,under5,0.0
13519,471424,over5,0.0
13520,620190,under5,0.0
13521,620190,over5,0.0
13522,841293,under5,0.0
13523,841293,over5,0.0
13524,734511,under5,0.0
13525,734511,over5,0.0
13526,827841,under5,0.0
13527,827841,over5,0.0
13528,840755,under5,0.0
13529,840755,over5,0.0
13530,299760,under5,0.0
13531,299760,over5,0.0
13532,193547,under5,0.0
13533,193547,over5,0.0
13534,643272,under5,0.0
13535,643272,over5,0.0
13536,649418,under5,0.0
13537,649418,over5,0.0
13538,714239,under5,0.0
13539,714239,over5,0.0
13540,806992,under5,24.0
13541,806992,over5,0.0
13542,811743,under5,0.0
13543,811743,over5,0.0
13544,877465,under5,0.0
13545,877465,over5,0.0
13546,622443,under5,0.0
13547,622443,over5,0.0
13548,875634,under5,0.0
13549,875634,over5,0.0
13550,710353,under5,0.0
13551,710353,over5,0.0
13552,414940,under5,60.0
13553,414940,over5,0.0
13554,802315,under5,0.0
13555,802315,over5,0.0
13556,882103,under5,0.0
13557,882103,over5,0.0
13558,860184,under5,0.0
13559,860184,over5,0.0
13560,693275,under5,0.0
13561,693275,over5,0.0
13562,521691,under5,0.0
13563,521691,over5,0.0
13564,799044,under5,0.0
13565,799044,over5,0.0
13566,809714,under5,0.0
13567,809714,over5,0.0
13568,687009,under5,0.0
13569,687009,over5,0.0
13570,907854,under5,0.0
13571,907854,over5,0.0
13572,906725,under5,0.0
13573,906725,over5,0.0
13574,903795,under5,0.0
13575,903795,over5,0.0
13576,919162,under5,0.0
13577,919162,over5,0.0
13578,918984,under5,0.0
13579,918984,over5,0.0
13580,890998,under5,0.0
13581,890998,over5,0.0
13582,911261,under5,0.0
13583,911261,over5,0.0
13584,902111,under5,0.0
13585,902111,over5,0.0
13586,901529,under5,0.0
13587,901529,over5,0.0
13588,901637,under5,0.0
13589,901637,over5,0.0
13590,902168,under5,0.0
13591,902168,over5,0.0
13592,899123,under5,0.0
13593,899123,over5,0.0
13594,912001,under5,0.0
13595,912001,over5,0.0
13596,906536,under5,0.0
13597,906536,over5,0.0
13598,922070,under5,0.0
13599,922070,over5,0.0
13600,913517,under5,0.0
13601,913517,over5,0.0
13602,897896,under5,0.0
13603,897896,over5,0.0
13604,920458,under5,0.0
13605,920458,over5,0.0
13606,921798,under5,0.0
13607,921798,over5,0.0
13608,905348,under5,0.0
13609,905348,over5,0.0
13610,905133,under5,0.0
13611,905133,over5,0.0
13612,911762,under5,0.0
13613,911762,over5,0.0
13614,893250,under5,0.0
13615,893250,over5,0.0
13616,908078,under5,0.0
13617,908078,over5,0.0
13618,918105,under5,0.0
13619,918105,over5,0.0
13620,900301,under5,0.0
13621,900301,over5,0.0
13622,912000,under5,0.0
13623,912000,over5,0.0
13624,918410,under5,0.0
13625,918410,over5,0.0
13626,914464,under5,0.0
13627,914464,over5,0.0
13628,924563,under5,0.0
13629,924563,over5,0.0
13630,893200,under5,0.0
13631,893200,over5,0.0
13632,904016,under5,0.0
13633,904016,over5,0.0
13634,890315,under5,0.0
13635,890315,over5,0.0
13636,906740,under5,0.0
13637,906740,over5,0.0
13638,907754,under5,0.0
13639,907754,over5,0.0
13640,907702,under5,0.0
13641,907702,over5,0.0
13642,905424,under5,0.0
13643,905424,over5,0.0
13644,897220,under5,0.0
13645,897220,over5,0.0
13646,892208,under5,0.0
13647,892208,over5,0.0
13648,898465,under5,0.0
13649,898465,over5,0.0
13650,914314,under5,0.0
13651,914314,over5,0.0
13652,902574,under5,0.0
13653,902574,over5,0.0
13654,902237,under5,0.0
13655,902237,over5,0.0
13656,916290,under5,0.0
13657,916290,over5,0.0
13658,914670,under5,0.0
13659,914670,over5,0.0
13660,905612,under5,0.0
13661,905612,over5,0.0
13662,903907,under5,0.0
13663,903907,over5,0.0
13664,892339,under5,0.0
13665,892339,over5,0.0
13666,898332,under5,0.0
13667,898332,over5,0.0
13668,898028,under5,0.0
13669,898028,over5,0.0
13670,885573,under5,0.0
13671,885573,over5,0.0
13672,883123,under5,0.0
13673,883123,over5,0.0
13674,885666,under5,0.0
13675,885666,over5,0.0
13676,888099,under5,0.0
13677,888099,over5,0.0
13678,903583,under5,0.0
13679,903583,over5,0.0
13680,885766,under5,0.0
13681,885766,over5,0.0
13682,917341,under5,0.0
13683,917341,over5,0.0
13684,900427,under5,0.0
13685,900427,over5,0.0
13686,897401,under5,0.0
13687,897401,over5,0.0
13688,921228,under5,0.0
13689,921228,over5,0.0
13690,910633,under5,0.0
13691,910633,over5,0.0
13692,585734,under5,0.0
13693,585734,over5,0.0
13694,597346,under5,0.0
13695,597346,over5,0.0
13696,237212,under5,0.0
13697,237212,over5,0.0
13698,834862,under5,0.0
13699,834862,over5,0.0
13700,573931,under5,0.0
13701,573931,over5,0.0
13702,880391,under5,0.0
13703,880391,over5,0.0
13704,618040,under5,0.0
13705,618040,over5,0.0
13706,755282,under5,0.0
13707,755282,over5,0.0
13708,874735,under5,63.0
13709,874735,over5,0.0
13710,758423,under5,0.0
13711,758423,over5,0.0
13712,360491,under5,0.0
13713,360491,over5,0.0
13714,249410,under5,19.0
13715,249410,over5,0.0
13716,858375,under5,0.0
13717,858375,over5,0.0
13718,406598,under5,0.0
13719,406598,over5,0.0
13720,853338,under5,0.0
13721,853338,over5,0.0
13722,835595,under5,0.0
13723,835595,over5,0.0
13724,730265,under5,0.0
13725,730265,over5,0.0
13726,811621,under5,0.0
13727,811621,over5,0.0
13728,62943,under5,0.0
13729,62943,over5,0.0
13730,874734,under5,59.0
13731,874734,over5,0.0
13732,603670,under5,0.0
13733,603670,over5,0.0
13734,238212,under5,0.0
13735,238212,over5,0.0
13736,874738,under5,44.0
13737,874738,over5,0.0
13738,863225,under5,0.0
13739,863225,over5,0.0
13740,312602,under5,0.0
13741,312602,over5,0.0
13742,110660,under5,0.0
13743,110660,over5,0.0
13744,257744,under5,0.0
13745,257744,over5,0.0
13746,705792,under5,0.0
13747,705792,over5,0.0
13748,187428,under5,0.0
13749,187428,over5,0.0
13750,814467,under5,0.0
13751,814467,over5,0.0
13752,843545,under5,0.0
13753,843545,over5,0.0
13754,872540,under5,0.0
13755,872540,over5,0.0
13756,72809,under5,0.0
13757,72809,over5,0.0
13758,874737,under5,70.0
13759,874737,over5,0.0
13760,809944,under5,0.0
13761,809944,over5,0.0
13762,904200,under5,0.0
13763,904200,over5,0.0
13764,889796,under5,0.0
13765,889796,over5,0.0
13766,911006,under5,0.0
13767,911006,over5,0.0
13768,898237,under5,0.0
13769,898237,over5,0.0
13770,901838,under5,0.0
13771,901838,over5,0.0
13772,890001,under5,0.0
13773,890001,over5,0.0
13774,904214,under5,0.0
13775,904214,over5,0.0
13776,901109,under5,0.0
13777,901109,over5,0.0
13778,892281,under5,0.0
13779,892281,over5,0.0
13780,889721,under5,0.0
13781,889721,over5,0.0
13782,623209,under5,0.0
13783,623209,over5,0.0
13784,514334,under5,0.0
13785,514334,over5,0.0
13786,876428,under5,42.0
13787,876428,over5,0.0
13788,592074,under5,0.0
13789,592074,over5,0.0
13790,375714,under5,0.0
13791,375714,over5,0.0
13792,162041,under5,0.0
13793,162041,over5,0.0
13794,716269,under5,0.0
13795,716269,over5,0.0
13796,795883,under5,0.0
13797,795883,over5,0.0
13798,689571,under5,0.0
13799,689571,over5,0.0
13800,641590,under5,0.0
13801,641590,over5,0.0
13802,857237,under5,0.0
13803,857237,over5,0.0
13804,295398,under5,0.0
13805,295398,over5,0.0
13806,400051,under5,0.0
13807,400051,over5,0.0
13808,327106,under5,60.0
13809,327106,over5,0.0
13810,119146,under5,0.0
13811,119146,over5,0.0
13812,793957,under5,0.0
13813,793957,over5,0.0
13814,283141,under5,0.0
13815,283141,over5,0.0
13816,869896,under5,0.0
13817,869896,over5,0.0
13818,411149,under5,0.0
13819,411149,over5,0.0
13820,215381,under5,0.0
13821,215381,over5,0.0
13822,828161,under5,0.0
13823,828161,over5,0.0
13824,276568,under5,0.0
13825,276568,over5,0.0
13826,73950,under5,0.0
13827,73950,over5,0.0
13828,709728,under5,29.0
13829,709728,over5,0.0
13830,616887,under5,0.0
13831,616887,over5,0.0
13832,856473,under5,0.0
13833,856473,over5,0.0
13834,202546,under5,0.0
13835,202546,over5,0.0
13836,734771,under5,0.0
13837,734771,over5,0.0
13838,842456,under5,0.0
13839,842456,over5,0.0
13840,653802,under5,0.0
13841,653802,over5,0.0
13842,708342,under5,0.0
13843,708342,over5,0.0
13844,871852,under5,0.0
13845,871852,over5,0.0
13846,821151,under5,0.0
13847,821151,over5,0.0
13848,833292,under5,0.0
13849,833292,over5,0.0
13850,529212,under5,0.0
13851,529212,over5,0.0
13852,849151,under5,0.0
13853,849151,over5,0.0
13854,876406,under5,0.0
13855,876406,over5,0.0
13856,245882,under5,0.0
13857,245882,over5,0.0
13858,580297,under5,0.0
13859,580297,over5,0.0
13860,688333,under5,0.0
13861,688333,over5,0.0
13862,860065,under5,0.0
13863,860065,over5,0.0
13864,396885,under5,0.0
13865,396885,over5,0.0
13866,578159,under5,0.0
13867,578159,over5,0.0
13868,578982,under5,0.0
13869,578982,over5,0.0
13870,663927,under5,0.0
13871,663927,over5,0.0
13872,375738,under5,0.0
13873,375738,over5,0.0
13874,73105,under5,0.0
13875,73105,over5,0.0
13876,583347,under5,0.0
13877,583347,over5,0.0
13878,875728,under5,0.0
13879,875728,over5,0.0
13880,776670,under5,0.0
13881,776670,over5,0.0
13882,766000,under5,0.0
13883,766000,over5,0.0
13884,721302,under5,61.0
13885,721302,over5,0.0
13886,650897,under5,31.0
13887,650897,over5,0.0
13888,626469,under5,0.0
13889,626469,over5,0.0
13890,100092,under5,0.0
13891,100092,over5,0.0
13892,199442,under5,0.0
13893,199442,over5,0.0
13894,495929,under5,0.0
13895,495929,over5,0.0
13896,431993,under5,0.0
13897,431993,over5,0.0
13898,818992,under5,0.0
13899,818992,over5,0.0
13900,244519,under5,0.0
13901,244519,over5,0.0
13902,117157,under5,28.0
13903,117157,over5,0.0
13904,445407,under5,0.0
13905,445407,over5,0.0
13906,696445,under5,0.0
13907,696445,over5,0.0
13908,616757,under5,0.0
13909,616757,over5,0.0
13910,247023,under5,0.0
13911,247023,over5,0.0
13912,888877,under5,0.0
13913,888877,over5,0.0
13914,907103,under5,0.0
13915,907103,over5,0.0
13916,907640,under5,0.0
13917,907640,over5,0.0
13918,900360,under5,0.0
13919,900360,over5,0.0
13920,916746,under5,0.0
13921,916746,over5,0.0
13922,894629,under5,0.0
13923,894629,over5,0.0
13924,889450,under5,0.0
13925,889450,over5,0.0
13926,887442,under5,0.0
13927,887442,over5,0.0
13928,894905,under5,0.0
13929,894905,over5,0.0
13930,921190,under5,0.0
13931,921190,over5,0.0
13932,903560,under5,27.0
13933,903560,over5,0.0
13934,904348,under5,0.0
13935,904348,over5,0.0
13936,902934,under5,0.0
13937,902934,over5,0.0
13938,900824,under5,0.0
13939,900824,over5,0.0
13940,889258,under5,0.0
13941,889258,over5,0.0
13942,867903,under5,0.0
13943,867903,over5,0.0
13944,73293,under5,29.0
13945,73293,over5,0.0
13946,854276,under5,0.0
13947,854276,over5,0.0
13948,73096,under5,0.0
13949,73096,over5,0.0
13950,339618,under5,0.0
13951,339618,over5,0.0
13952,277844,under5,0.0
13953,277844,over5,0.0
13954,538172,under5,0.0
13955,538172,over5,0.0
13956,124240,under5,0.0
13957,124240,over5,0.0
13958,803626,under5,0.0
13959,803626,over5,0.0
13960,157721,under5,0.0
13961,157721,over5,0.0
13962,911079,under5,0.0
13963,911079,over5,0.0
13964,875795,under5,0.0
13965,875795,over5,0.0
13966,762328,under5,0.0
13967,762328,over5,0.0
13968,825894,under5,0.0
13969,825894,over5,0.0
13970,339130,under5,31.0
13971,339130,over5,0.0
13972,753224,under5,1.0
13973,753224,over5,0.0
13974,73177,under5,0.0
13975,73177,over5,0.0
13976,638640,under5,52.0
13977,638640,over5,0.0
13978,612789,under5,0.0
13979,612789,over5,0.0
13980,257997,under5,0.0
13981,257997,over5,0.0
13982,540100,under5,0.0
13983,540100,over5,0.0
13984,246865,under5,0.0
13985,246865,over5,0.0
13986,746548,under5,0.0
13987,746548,over5,0.0
13988,845271,under5,23.0
13989,845271,over5,0.0
13990,280657,under5,73.0
13991,280657,over5,0.0
13992,312387,under5,0.0
13993,312387,over5,0.0
13994,480074,under5,0.0
13995,480074,over5,0.0
13996,653958,under5,48.0
13997,653958,over5,0.0
13998,915287,under5,0.0
13999,915287,over5,0.0
14000,900756,under5,0.0
14001,900756,over5,0.0
14002,243234,under5,30.0
14003,243234,over5,0.0
14004,117475,under5,0.0
14005,117475,over5,0.0
14006,243236,under5,31.0
14007,243236,over5,0.0
14008,772036,under5,0.0
14009,772036,over5,0.0
14010,853775,under5,0.0
14011,853775,over5,0.0
14012,673755,under5,0.0
14013,673755,over5,0.0
14014,71802,under5,0.0
14015,71802,over5,0.0
14016,73910,under5,36.0
14017,73910,over5,0.0
14018,879723,under5,0.0
14019,879723,over5,0.0
14020,874616,under5,0.0
14021,874616,over5,0.0
14022,339142,under5,0.0
14023,339142,over5,0.0
14024,709858,under5,0.0
14025,709858,over5,0.0
14026,555836,under5,0.0
14027,555836,over5,0.0
14028,457022,under5,0.0
14029,457022,over5,0.0
14030,894909,under5,19.0
14031,894909,over5,0.0
14032,902687,under5,0.0
14033,902687,over5,0.0
14034,885432,under5,0.0
14035,885432,over5,0.0
14036,108407,under5,0.0
14037,108407,over5,0.0
14038,881862,under5,0.0
14039,881862,over5,0.0
14040,378047,under5,0.0
14041,378047,over5,0.0
14042,709773,under5,57.0
14043,709773,over5,0.0
14044,72052,under5,0.0
14045,72052,over5,0.0
14046,709788,under5,32.0
14047,709788,over5,0.0
14048,383087,under5,0.0
14049,383087,over5,0.0
14050,337507,under5,0.0
14051,337507,over5,0.0
14052,764155,under5,0.0
14053,764155,over5,0.0
14054,246741,under5,0.0
14055,246741,over5,0.0
14056,426309,under5,0.0
14057,426309,over5,0.0
14058,302254,under5,0.0
14059,302254,over5,0.0
14060,792081,under5,0.0
14061,792081,over5,0.0
14062,879797,under5,0.0
14063,879797,over5,0.0
14064,72419,under5,0.0
14065,72419,over5,0.0
14066,792984,under5,0.0
14067,792984,over5,0.0
14068,181287,under5,0.0
14069,181287,over5,0.0
14070,72230,under5,0.0
14071,72230,over5,0.0
14072,790219,under5,20.0
14073,790219,over5,0.0
14074,413138,under5,0.0
14075,413138,over5,0.0
14076,847326,under5,0.0
14077,847326,over5,0.0
14078,819639,under5,0.0
14079,819639,over5,0.0
14080,217759,under5,0.0
14081,217759,over5,0.0
14082,788763,under5,0.0
14083,788763,over5,0.0
14084,399592,under5,0.0
14085,399592,over5,0.0
14086,546807,under5,0.0
14087,546807,over5,0.0
14088,613252,under5,44.0
14089,613252,over5,0.0
14090,376490,under5,0.0
14091,376490,over5,0.0
14092,612261,under5,0.0
14093,612261,over5,0.0
14094,399373,under5,0.0
14095,399373,over5,0.0
14096,503196,under5,0.0
14097,503196,over5,0.0
14098,74138,under5,0.0
14099,74138,over5,0.0
14100,709777,under5,14.0
14101,709777,over5,0.0
14102,859756,under5,40.0
14103,859756,over5,0.0
14104,833629,under5,0.0
14105,833629,over5,0.0
14106,184793,under5,0.0
14107,184793,over5,0.0
14108,878096,under5,0.0
14109,878096,over5,0.0
14110,150335,under5,0.0
14111,150335,over5,0.0
14112,397706,under5,0.0
14113,397706,over5,0.0
14114,437437,under5,0.0
14115,437437,over5,0.0
14116,73081,under5,0.0
14117,73081,over5,0.0
14118,634366,under5,29.0
14119,634366,over5,0.0
14120,444354,under5,0.0
14121,444354,over5,0.0
14122,549386,under5,0.0
14123,549386,over5,0.0
14124,901780,under5,0.0
14125,901780,over5,0.0
14126,892779,under5,0.0
14127,892779,over5,0.0
14128,892747,under5,0.0
14129,892747,over5,0.0
14130,904033,under5,0.0
14131,904033,over5,0.0
14132,888468,under5,0.0
14133,888468,over5,0.0
14134,897610,under5,0.0
14135,897610,over5,0.0
14136,896467,under5,0.0
14137,896467,over5,0.0
14138,910845,under5,0.0
14139,910845,over5,0.0
14140,111953,under5,0.0
14141,111953,over5,0.0
14142,404046,under5,0.0
14143,404046,over5,0.0
14144,817984,under5,57.0
14145,817984,over5,0.0
14146,124413,under5,0.0
14147,124413,over5,0.0
14148,776098,under5,0.0
14149,776098,over5,0.0
14150,339217,under5,34.0
14151,339217,over5,0.0
14152,275135,under5,0.0
14153,275135,over5,0.0
14154,244132,under5,38.0
14155,244132,over5,0.0
14156,103447,under5,0.0
14157,103447,over5,0.0
14158,126872,under5,0.0
14159,126872,over5,0.0
14160,722094,under5,0.0
14161,722094,over5,0.0
14162,71826,under5,0.0
14163,71826,over5,0.0
14164,314540,under5,0.0
14165,314540,over5,0.0
14166,460961,under5,0.0
14167,460961,over5,0.0
14168,224595,under5,0.0
14169,224595,over5,0.0
14170,601431,under5,0.0
14171,601431,over5,0.0
14172,833094,under5,0.0
14173,833094,over5,0.0
14174,871903,under5,0.0
14175,871903,over5,0.0
14176,529354,under5,0.0
14177,529354,over5,0.0
14178,244133,under5,26.0
14179,244133,over5,0.0
14180,525415,under5,0.0
14181,525415,over5,0.0
14182,878697,under5,0.0
14183,878697,over5,0.0
14184,102793,under5,0.0
14185,102793,over5,0.0
14186,882293,under5,0.0
14187,882293,over5,0.0
14188,71620,under5,0.0
14189,71620,over5,0.0
14190,556959,under5,0.0
14191,556959,over5,0.0
14192,709742,under5,0.0
14193,709742,over5,0.0
14194,185103,under5,0.0
14195,185103,over5,0.0
14196,780375,under5,0.0
14197,780375,over5,0.0
14198,350701,under5,0.0
14199,350701,over5,0.0
14200,582449,under5,0.0
14201,582449,over5,0.0
14202,237070,under5,0.0
14203,237070,over5,0.0
14204,193278,under5,0.0
14205,193278,over5,0.0
14206,318437,under5,0.0
14207,318437,over5,0.0
14208,261462,under5,0.0
14209,261462,over5,0.0
14210,427122,under5,0.0
14211,427122,over5,0.0
14212,870849,under5,0.0
14213,870849,over5,0.0
14214,738654,under5,0.0
14215,738654,over5,0.0
14216,611426,under5,0.0
14217,611426,over5,0.0
14218,247701,under5,0.0
14219,247701,over5,0.0
14220,135280,under5,0.0
14221,135280,over5,0.0
14222,794010,under5,0.0
14223,794010,over5,0.0
14224,695494,under5,0.0
14225,695494,over5,0.0
14226,495555,under5,0.0
14227,495555,over5,0.0
14228,709770,under5,26.0
14229,709770,over5,0.0
14230,156693,under5,35.0
14231,156693,over5,0.0
14232,107741,under5,0.0
14233,107741,over5,0.0
14234,826913,under5,0.0
14235,826913,over5,0.0
14236,819592,under5,0.0
14237,819592,over5,0.0
14238,807318,under5,0.0
14239,807318,over5,0.0
14240,73343,under5,0.0
14241,73343,over5,0.0
14242,140474,under5,0.0
14243,140474,over5,0.0
14244,880903,under5,0.0
14245,880903,over5,0.0
14246,383359,under5,0.0
14247,383359,over5,0.0
14248,694770,under5,18.0
14249,694770,over5,0.0
14250,832764,under5,0.0
14251,832764,over5,0.0
14252,843923,under5,0.0
14253,843923,over5,0.0
14254,73350,under5,0.0
14255,73350,over5,0.0
14256,262390,under5,0.0
14257,262390,over5,0.0
14258,377176,under5,0.0
14259,377176,over5,0.0
14260,73206,under5,42.0
14261,73206,over5,0.0
14262,160349,under5,0.0
14263,160349,over5,0.0
14264,399045,under5,0.0
14265,399045,over5,0.0
14266,881524,under5,0.0
14267,881524,over5,0.0
14268,695057,under5,0.0
14269,695057,over5,0.0
14270,361146,under5,0.0
14271,361146,over5,0.0
14272,597224,under5,0.0
14273,597224,over5,0.0
14274,469607,under5,0.0
14275,469607,over5,0.0
14276,252223,under5,0.0
14277,252223,over5,0.0
14278,915054,under5,0.0
14279,915054,over5,0.0
14280,924827,under5,0.0
14281,924827,over5,0.0
14282,891172,under5,0.0
